Cancer	Signature	Type	HR	Low CI95	Up CI95	p-value	N/A_number	Number_Event	Likelihood_ratio_test	Wald_test	Score_test	zph
STAD	PGR	(continuous)	1.111842469	1.020713185	1.211107775	0.015105485	409/157	34(7.67%)	0.016461696	0.015105485	0.015023794	0.582621471
STAD	PGR	H (vs L)	1.466705324	1.068409013	2.01348405	0.017822585	205/67--204/90	34(7.67%)	0.017110904	0.017822585	0.017142788	0.850898002
STAD	age_at_initial_pathologic_diagnosis	(continuous)	1.016829134	1.002332136	1.031535807	0.022732024	434/169	9(2.03%)	0.021217824	0.022732024	0.0226421	0.588038385
STAD	gender	FEMALE (vs MALE)	0.931245732	0.677689425	1.279669687	0.660471929	158/58--285/114	6(1.35%)	0.659318029	0.660471929	0.660404964	0.513928186
STAD	ajcc_pathologic_tumor_stage	Stage_II (vs Stage_I)	1.456369624	0.756600633	2.803344844	0.260513123	130/37--183/85	NA	NA	NA	NA	0.755175021
STAD	ajcc_pathologic_tumor_stage	Stage_III (vs Stage_I)	2.589644271	1.412041668	4.749333964	0.002104932	59/13--183/85	NA	NA	NA	NA	0.841953888
STAD	ajcc_pathologic_tumor_stage	Stage_IV (vs Stage_I)	4.452002881	2.244432899	8.830885372	1.92E-05	44/26--183/85	NA	NA	NA	NA	0.152733712
STAD	ajcc_pathologic_tumor_stage	Global	NA	NA	NA	NA	NA	33(7.45%)	2.19E-06	3.16E-06	9.85E-07	0.248485387
STAD	pathologic_stage_v2	StageIII/IV (vs StageI/II)	2.199341115	1.566359228	3.088117498	5.33E-06	189/50--227/111	33(7.45%)	2.14E-06	5.33E-06	3.02E-06	0.699534051
STAD	histological_grade	G2 (vs G3)	0.768060866	0.554415043	1.064035872	0.112570734	159/56--263/109	NA	NA	NA	NA	0.065919003
STAD	histological_grade	G1 (vs G3)	0.642342034	0.203793836	2.024611232	0.449831861	12/3--263/109	NA	NA	NA	NA	0.498486441
STAD	histological_grade	GX (vs G3)	1.271714091	0.468170201	3.454420479	0.637324251	9/4--263/109	NA	NA	NA	NA	0.739551424
STAD	histological_grade	Global	NA	NA	NA	NA	NA	6(1.35%)	0.335278813	0.344561823	0.340585821	0.26876573
STAD	histological_grade_v2	G_3/4/High (vs G_1/2/Low)	1.315194495	0.954717507	1.811778401	0.093654897	171/59--263/109	NA	NA	NA	NA	0.056918174
STAD	histological_grade_v2	GX (vs G_1/2/Low)	1.672790796	0.606315211	4.615139118	0.320400917	9/4--263/109	NA	NA	NA	NA	0.353542386
STAD	histological_grade_v2	Global	NA	NA	NA	NA	NA	6(1.35%)	0.192584136	0.196982202	0.194478557	0.140544698
STAD	histological_type	Stomach_Intestinal_Adenocarcinoma_Not_Otherwise_Specified_(NOS) (vs Stomach_Adenocarcinoma_Not_Otherwise_Specified_(NOS))	0.870702763	0.5732138	1.322583828	0.51625043	82/37--164/61	NA	NA	NA	NA	0.77462359
STAD	histological_type	Stomach_Intestinal_Adenocarcinoma_Tubular_Type (vs Stomach_Adenocarcinoma_Not_Otherwise_Specified_(NOS))	0.81089732	0.524501111	1.253676017	0.345708795	79/31--164/61	NA	NA	NA	NA	0.690042093
STAD	histological_type	Stomach_Adenocarcinoma_Diffuse_Type (vs Stomach_Adenocarcinoma_Not_Otherwise_Specified_(NOS))	0.816552946	0.51986573	1.282559467	0.379009828	72/28--164/61	NA	NA	NA	NA	0.214913465
STAD	histological_type	Stomach_Intestinal_Adenocarcinoma_Mucinous_Type (vs Stomach_Adenocarcinoma_Not_Otherwise_Specified_(NOS))	0.208706425	0.065340104	0.666640686	0.008185205	22/3--164/61	NA	NA	NA	NA	0.500562336
STAD	histological_type	Stomach_Adenocarcinoma_Signet_Ring_Type (vs Stomach_Adenocarcinoma_Not_Otherwise_Specified_(NOS))	1.575836405	0.778631769	3.189261565	0.206107631	13/9--164/61	NA	NA	NA	NA	0.293855998
STAD	histological_type	Stomach_Intestinal_Adenocarcinoma_Papillary_Type (vs Stomach_Adenocarcinoma_Not_Otherwise_Specified_(NOS))	0.693706139	0.21732826	2.214291912	0.536861047	8/3--164/61	NA	NA	NA	NA	0.786520674
STAD	histological_type	Global	NA	NA	NA	NA	NA	9(2.03%)	0.024279159	0.098014639	0.057959703	0.695229011
STAD	tumor_status	WITH_TUMOR (vs TUMOR_FREE)	5.018866371	3.480630651	7.236912553	0	144/99--251/44	53(11.96%)	0	0	0	0.003286485
STAD	treatment_outcome_first_course	Partial_Remission/Response (vs Complete_Remission/Response)	3.045442845	1.104057606	8.400578078	0.031461772	72/55--274/68	NA	NA	NA	NA	0.308308497
STAD	treatment_outcome_first_course	Stable_Disease (vs Complete_Remission/Response)	2.474620384	1.131995737	5.409690024	0.023167271	18/8--274/68	NA	NA	NA	NA	0.435494501
STAD	treatment_outcome_first_course	Progressive_Disease (vs Complete_Remission/Response)	4.646746989	3.226855934	6.691422865	1.11E-16	7/4--274/68	NA	NA	NA	NA	0.291211447
STAD	treatment_outcome_first_course	Global	NA	NA	NA	NA	NA	76(17.16%)	1.29E-13	7.33E-15	0	0.549750578
STAD	treatment_outcome_first_course_v2	Uncomplete_Remission/Response (vs Complete_Remission/Response)	4.129495158	2.915123718	5.849744954	1.44E-15	97/67--274/68	76(17.16%)	1.08E-14	1.44E-15	0	0.199920973
STAD	residual_tumor	R1 (vs R0)	1.645740813	0.833786339	3.248389542	0.151002091	25/13--350/119	NA	NA	NA	NA	0.339241228
STAD	residual_tumor	R2 (vs R0)	7.732863832	4.373048101	13.6740282	2.02E-12	19/14--350/119	NA	NA	NA	NA	0.96373852
STAD	residual_tumor	RX (vs R0)	6.627966123	3.691797015	11.89933649	2.38E-10	18/9--350/119	NA	NA	NA	NA	0.88951421
STAD	residual_tumor	Global	NA	NA	NA	NA	NA	36(8.13%)	7.99E-12	0	0	0.808291804
STAD	new_tumor_event_dx_days_to	Yes (vs NO)	1.950495296	1.435477259	2.650290611	1.95E-05	115/75--328/97	6(1.35%)	2.96E-05	1.95E-05	1.36E-05	4.37E-07
STAD	radiation_therapy	YES (vs NO)	0.527007914	0.320814293	0.865726207	0.011428453	51/20--392/152	6(1.35%)	0.006208901	0.011428453	0.010190403	0.543660576
STAD	targeted_molecular_therapy	YES (vs NO)	0.659782585	0.455746829	0.955164208	0.027596513	102/38--341/134	6(1.35%)	0.02221972	0.027596513	0.026522995	0.208693618
STAD	number_of_lymphnodes_positive_by_he	NO (vs Yes)	0.621359562	0.442643215	0.872232289	0.005960134	165/48--278/124	6(1.35%)	0.00449714	0.005960134	0.005506673	0.84335192
STAD	history_reflux_disease_indicator	YES (vs NO)	0.573720049	0.31128109	1.057419499	0.074912735	46/11--397/161	6(1.35%)	0.053277402	0.074912735	0.071235265	0.866596669
TGCT	AR	(continuous)	0.812565581	0.419762015	1.572945621	0.53796035	134/4	0(0%)	0.532095282	0.53796035	0.537037073	0.647668795
TGCT	AR	H (vs L)	0.398295583	0.039952183	3.970730963	0.432670334	67/3--67/1	0(0%)	0.405592256	0.432670334	0.417804696	0.443269022
TGCT	ESR1	(continuous)	2.758617669	0.808777393	9.409228678	0.105029969	134/4	0(0%)	0.092402512	0.105029969	0.100522462	0.45304212
TGCT	ESR1	H (vs L)	616264694.1	0	Inf	0.998852983	68/1--66/3	0(0%)	0.038862684	0.998852983	0.077863088	0.999974188
TGCT	ESR2	(continuous)	0.744568188	0.209140243	2.65076571	0.648919843	134/4	0(0%)	0.651832308	0.648919843	0.648899632	0.818073888
TGCT	ESR2	H (vs L)	0.427823577	0.043078556	4.248819597	0.468525697	67/3--67/1	0(0%)	0.443583261	0.468525697	0.45615666	0.221687376
TGCT	PGR	(continuous)	0.558076671	0.246042516	1.26583639	0.162768315	134/4	0(0%)	0.152756718	0.162768315	0.153088611	0.504800445
TGCT	PGR	H (vs L)	1.74E-09	0	Inf	0.998857013	67/4--67/0	0(0%)	0.044088409	0.998857013	0.088842741	0.999973483
TGCT	age_at_initial_pathologic_diagnosis	(continuous)	0.890209452	0.763806552	1.037530859	0.136638554	134/4	0(0%)	0.102063907	0.136638554	0.141001397	0.843369749
TGCT	tumor_status	WITH_TUMOR (vs TUMOR_FREE)	27545521225	0	Inf	0.999043016	7/3--126/1	1(0.75%)	1.48E-05	0.999043016	2.00E-15	0.999989561
TGCT	new_tumor_event_type	Yes (vs NO)	2.730991855	0.383944217	19.42552119	0.315541678	33/2--101/2	0(0%)	0.325220336	0.315541678	0.295476598	0.928491471
TGCT	postoperative_rx_tx	YES (vs NO)	0.562514979	0.057072631	5.544217887	0.622132742	42/1--92/3	0(0%)	0.607379443	0.622132742	0.617637679	0.171597095
TGCT	history_of_undescended_testis	Yes (vs No)	1.254025412	0.129734463	12.12152651	0.844953618	23/1--111/3	0(0%)	0.847875296	0.844953618	0.844629796	0.737227952
TGCT	lymphovascular_invasion_present	YES (vs NO)	3.158139393	0.312525473	31.91370075	0.329839268	55/3--79/1	0(0%)	0.298330608	0.329839268	0.306653739	0.812560531
THCA	AR	(continuous)	1.205747037	0.904186642	1.607882543	0.20263044	505/16	2(0.39%)	0.207430806	0.20263044	0.201492304	0.425357745
THCA	AR	H (vs L)	2.476535643	0.858461107	7.144445737	0.093417892	254/5--251/11	2(0.39%)	0.080368441	0.093417892	0.082757376	0.841125089
THCA	ESR1	(continuous)	1.025635429	0.791717325	1.328666179	0.848015883	505/16	2(0.39%)	0.848015412	0.848015883	0.848034963	0.128512398
THCA	ESR1	H (vs L)	0.736266312	0.274079569	1.977849299	0.543684411	253/9--252/7	2(0.39%)	0.54189078	0.543684411	0.542114245	0.595293583
THCA	ESR2	(continuous)	1.300186223	0.634795079	2.663039256	0.472991602	505/16	2(0.39%)	0.476100721	0.472991602	0.473604563	0.214027893
THCA	ESR2	H (vs L)	1.353332871	0.503807725	3.635335007	0.548406137	255/7--250/9	2(0.39%)	0.546638014	0.548406137	0.546883636	0.399037638
THCA	PGR	(continuous)	0.842737524	0.641029778	1.107915042	0.220280294	505/16	2(0.39%)	0.230436369	0.220280294	0.224242819	0.534899277
THCA	PGR	H (vs L)	0.728772298	0.271216726	1.958245976	0.530415943	253/9--252/7	2(0.39%)	0.528554333	0.530415943	0.528707792	0.172754579
THCA	tumor_size_width	(continuous)	1.345442813	1.044533696	1.733037785	0.021601834	478/15	29(5.72%)	0.032287658	0.021601834	0.020965681	0.327818555
THCA	tumor_size_width.1	(continuous)	1.582355855	1.054018052	2.375528624	0.02684627	429/12	78(15.38%)	0.039228333	0.02684627	0.02648873	0.242476255
THCA	tumor_size_width.2	(continuous)	1.864573921	1.060618507	3.277932529	0.030432375	407/12	100(19.72%)	0.040637627	0.030432375	0.027579694	0.307225313
THCA	age_at_initial_pathologic_diagnosis	(continuous)	1.120456858	1.078573335	1.163966817	4.88E-09	507/16	0(0%)	3.40E-12	4.88E-09	4.29E-13	0.801849742
THCA	gender	MALE (vs FEMALE)	1.998132742	0.722849698	5.523325894	0.182092522	136/6--371/10	0(0%)	0.19812698	0.182092522	0.17363774	0.685725644
THCA	pathologic_stage_v2	StageIII/IV (vs StageI/II)	7.211180961	2.320548001	22.40898737	0.000637528	168/12--337/4	2(0.39%)	0.000171884	0.000637528	6.62E-05	0.334433684
THCA	histological_type	Thyroid_Papillary_Carcinoma_-_Follicular_(>=_99%_follicular_patterned) (vs Thyroid_Papillary_Carcinoma_-_Classical/usual)	0.290217901	0.0382675	2.200991209	0.231391629	102/1--359/15	NA	NA	NA	NA	0.702432776
THCA	histological_type	Thyroid_Papillary_Carcinoma_-_Tall_Cell_(>=_50%_tall_cell_features) (vs Thyroid_Papillary_Carcinoma_-_Classical/usual)	2.97E-08	0	Inf	0.997393576	37/0--359/15	NA	NA	NA	NA	0.999958603
THCA	histological_type	"Other,_specify (vs Thyroid_Papillary_Carcinoma_-_Classical/usual)"	2.96E-08	0	Inf	0.998762502	9/0--359/15	NA	NA	NA	NA	0.999975218
THCA	histological_type	Global	NA	NA	NA	NA	NA	0(0%)	0.212922545	0.697981311	0.389075087	0.985802764
THCA	tumor_status	WITH_TUMOR (vs TUMOR_FREE)	25.01368073	6.464919446	96.78144157	3.11E-06	44/7--451/3	12(2.37%)	1.83E-06	3.11E-06	3.64E-12	0.382411894
THCA	residual_tumor	R1 (vs R0)	4.151940154	1.249673898	13.79448437	0.020136817	52/4--389/8	NA	NA	NA	NA	0.551208378
THCA	residual_tumor	RX (vs R0)	6.36933381	1.680154428	24.14564549	0.00646673	30/3--389/8	NA	NA	NA	NA	0.564450904
THCA	residual_tumor	R2 (vs R0)	1.78E-07	0	Inf	0.997554157	4/0--389/8	NA	NA	NA	NA	0.999878395
THCA	residual_tumor	Global	NA	NA	NA	NA	NA	32(6.31%)	0.026365838	0.019367097	0.004613047	0.805570492
THCA	other_dx	Yes (vs No)	5.287656801	1.701959185	16.42772324	0.003984309	34/4--473/12	0(0%)	0.013808899	0.003984309	0.001269565	0.18096003
THCA	number_of_lymphnodes_positive_by_he	Yes (vs NO)	0.724235923	0.262755938	1.996216247	0.532827972	219/6--288/10	0(0%)	0.528163434	0.532827972	0.531068461	0.095035661
THCA	history_thyroid_disease	Nodular_Hyperplasia (vs Normal)	0.535221671	0.068531607	4.180001744	0.551138482	69/1--281/14	NA	NA	NA	NA	0.646227166
THCA	history_thyroid_disease	Lymphocytic_Thyroiditis (vs Normal)	9.96E-09	0	Inf	0.998204588	43/0--281/14	NA	NA	NA	NA	0.999984318
THCA	history_thyroid_disease	"Other,_specify (vs Normal)"	9.85E-09	0	Inf	0.998491787	26/0--281/14	NA	NA	NA	NA	0.999981853
THCA	history_thyroid_disease	Lymphocytic_Thyroiditis|Nodular_Hyperplasia (vs Normal)	9.37E-09	0	Inf	0.998796011	23/0--281/14	NA	NA	NA	NA	0.999958033
THCA	history_thyroid_disease	"Lymphocytic_Thyroiditis|Other,_specify (vs Normal)"	1.01E-08	0	Inf	0.999163212	5/0--281/14	NA	NA	NA	NA	0.999999775
THCA	history_thyroid_disease	"Lymphocytic_Thyroiditis|Nodular_Hyperplasia|Other,_specify (vs Normal)"	1.04E-08	0	Inf	0.999531074	1/0--281/14	NA	NA	NA	NA	0.999993143
THCA	history_thyroid_disease	"Normal|Other,_specify (vs Normal)"	9.12E-09	0	Inf	0.99983302	1/0--281/14	NA	NA	NA	NA	0.999991036
THCA	history_thyroid_disease	Global	NA	NA	NA	NA	NA	58(11.44%)	0.467834404	0.999822981	0.78789221	0.999969939
THCA	tumor_focality	Multifocal (vs Unifocal)	0.255844066	0.057750815	1.133424454	0.072646782	228/2--269/14	10(1.97%)	0.035946499	0.072646782	0.053257832	0.274839516
THCA	extrathyroidal_extension	Minimal_(T3) (vs None)	1.155182225	0.336215863	3.9690155	0.818808999	134/4--354/7	NA	NA	NA	NA	0.407559346
THCA	extrathyroidal_extension	Moderate/Advanced_(T4a) (vs None)	8.365897318	2.43495927	28.74308363	0.000743071	18/4--354/7	NA	NA	NA	NA	0.861442058
THCA	extrathyroidal_extension	Very_Advanced_(T4b) (vs None)	NA	NA	NA	NA	1/1--354/7	NA	NA	NA	NA	NA
THCA	extrathyroidal_extension	Global	NA	NA	NA	NA	NA	0(0%)	2.74E-05	0.001915716	0	0.814452431
THYM	AR	(continuous)	1.091588988	0.722480712	1.649271045	0.67727253	119/9	5(4.03%)	0.681464105	0.67727253	0.676822965	0.386133776
THYM	AR	H (vs L)	0.611261665	0.159392748	2.344151963	0.472917437	60/5--59/4	5(4.03%)	0.470837964	0.472917437	0.468966352	0.81070734
THYM	ESR1	(continuous)	1.144825951	0.733406246	1.78704022	0.551645458	119/9	5(4.03%)	0.555857862	0.551645458	0.551552696	0.323022855
THYM	ESR1	H (vs L)	0.947223632	0.238483249	3.762245827	0.938584212	60/4--59/5	5(4.03%)	0.938616603	0.938584212	0.938578085	0.119649525
THYM	ESR2	(continuous)	0.477863115	0.265416055	0.860359244	0.013844085	119/9	5(4.03%)	0.011588711	0.013844085	0.008980821	0.706296866
THYM	ESR2	H (vs L)	0.112299339	0.014019823	0.899522144	0.039426152	59/8--60/1	5(4.03%)	0.008395417	0.039426152	0.012720467	0.75542644
THYM	PGR	(continuous)	1.190434343	0.802465297	1.765975337	0.386323136	119/9	5(4.03%)	0.394922362	0.386323136	0.385038897	0.121927166
THYM	PGR	H (vs L)	0.729727042	0.191531216	2.780233775	0.644309508	61/5--58/4	5(4.03%)	0.642908242	0.644309508	0.643054923	0.090619814
THYM	age_at_initial_pathologic_diagnosis	(continuous)	1.054387154	0.995307915	1.116973204	0.071844167	123/9	1(0.81%)	0.052147187	0.071844167	0.060890269	0.724112111
THYM	gender	FEMALE (vs MALE)	1.552702635	0.415261284	5.805707311	0.513183068	60/5--64/4	1(0.81%)	0.511438219	0.513183068	0.509844432	0.321473918
THYM	clinical_stage_v2	StageIII/IV (vs StageI/II)	1.529205063	0.31323633	7.465507361	0.59954832	23/2--99/7	3(2.42%)	0.613720384	0.59954832	0.596858018	0.454283949
THYM	histological_type	Type_AB (vs Type_A)	0.27810414	0.025113929	3.079642082	0.296887985	38/1--58/4	NA	NA	NA	NA	0.405247649
THYM	histological_type	Type_B (vs Type_A)	0.411460762	0.071902384	2.354580611	0.318386629	17/2--58/4	NA	NA	NA	NA	0.853238577
THYM	histological_type	Type_C (vs Type_A)	1.507653585	0.204720252	11.1030507	0.686942354	11/2--58/4	NA	NA	NA	NA	0.308007105
THYM	histological_type	Global	NA	NA	NA	NA	NA	1(0.81%)	0.387635469	0.347006279	0.285558776	0.633437373
THYM	tumor_status	WITH_TUMOR (vs TUMOR_FREE)	6.727612569	1.748234601	25.88941488	0.00556448	10/4--113/5	2(1.61%)	0.011042447	0.00556448	0.001580012	0.695463177
THYM	new_tumor_event_type	Yes (vs NO)	4.520417377	1.188792934	17.18900969	0.026847022	21/5--103/4	1(0.81%)	0.029427742	0.026847022	0.015986655	0.167678951
UCEC	AR	(continuous)	0.986510951	0.892606344	1.090294577	0.790159673	531/87	17(3.1%)	0.790670985	0.790159673	0.790151331	0.17882626
UCEC	AR	H (vs L)	0.907818716	0.595133882	1.384788946	0.653508099	265/47--266/40	17(3.1%)	0.653154404	0.653508099	0.653382989	0.081174053
UCEC	ESR1	(continuous)	0.85510369	0.786209319	0.930035172	0.000259828	531/87	17(3.1%)	0.000678896	0.000259828	0.000204774	0.075213104
UCEC	ESR1	H (vs L)	0.406335357	0.256575125	0.643509079	0.000123439	265/61--266/26	17(3.1%)	5.85E-05	0.000123439	7.22E-05	0.265327834
UCEC	ESR2	(continuous)	1.056570485	0.852083754	1.310130823	0.616080058	531/87	17(3.1%)	0.616810558	0.616080058	0.616124386	0.812164677
UCEC	ESR2	H (vs L)	1.296823356	0.849520608	1.979646875	0.228464975	267/39--264/48	17(3.1%)	0.227040217	0.228464975	0.227165421	0.607072028
UCEC	PGR	(continuous)	0.87308073	0.818740117	0.931027986	3.48E-05	531/87	17(3.1%)	6.58E-05	3.48E-05	2.49E-05	0.057216051
UCEC	PGR	H (vs L)	0.524145452	0.336724923	0.815883935	0.004219801	265/57--266/30	17(3.1%)	0.003337383	0.004219801	0.003603073	0.111300676
UCEC	BMI	(continuous)	0.991430312	0.969523083	1.013832555	0.450285019	516/87	32(5.84%)	0.429562166	0.450285019	0.458952128	0.957969148
UCEC	tumor_invasion_percent	(continuous)	1.012339979	1.00837359	1.016321968	9.17E-10	474/79	74(13.5%)	8.47E-07	9.17E-10	5.00E-09	0.716667329
UCEC	age_at_initial_pathologic_diagnosis	(continuous)	1.034661707	1.01479825	1.054913967	0.000570563	545/91	3(0.55%)	0.000537554	0.000570563	0.000571527	0.929749147
UCEC	clinical_stage_v2	StageIII/IV (vs StageI/II)	3.968803771	2.61840474	6.015648816	8.24E-11	154/50--394/41	1(0.18%)	1.50E-10	8.24E-11	2.43E-12	0.008881031
UCEC	histological_grade_v2	G_3/4/High (vs G_1/2/Low)	3.448590278	2.008859736	5.920161919	7.12E-06	221/16--327/75	1(0.18%)	4.53E-07	7.12E-06	1.75E-06	0.335685361
UCEC	histological_type	Serous_endometrial_adenocarcinoma (vs Endometrioid_endometrial_adenocarcinoma)	2.910290745	1.888274104	4.48546755	1.30E-06	115/36--411/49	NA	NA	NA	NA	0.371237855
UCEC	histological_type	Mixed_serous_and_endometrioid (vs Endometrioid_endometrial_adenocarcinoma)	2.907862238	1.241815632	6.809112867	0.013938089	22/6--411/49	NA	NA	NA	NA	0.224618063
UCEC	histological_type	Global	NA	NA	NA	NA	NA	1(0.18%)	6.69E-06	2.87E-06	8.40E-07	0.38806415
UCEC	tumor_status	WITH_TUMOR (vs TUMOR_FREE)	11.35357578	7.247553549	17.78582003	0	101/60--427/29	21(3.83%)	0	0	0	0.799714188
UCEC	treatment_outcome_first_course	Partial_Remission/Response (vs Complete_Remission/Response)	7.115690369	3.01938292	16.76933691	7.24E-06	20/13--441/53	NA	NA	NA	NA	0.734098462
UCEC	treatment_outcome_first_course	Stable_Disease (vs Complete_Remission/Response)	5.24378199	1.626999607	16.90058771	0.005518038	12/6--441/53	NA	NA	NA	NA	0.982366507
UCEC	treatment_outcome_first_course	Progressive_Disease (vs Complete_Remission/Response)	9.006778015	4.865848738	16.6717164	2.63E-12	6/3--441/53	NA	NA	NA	NA	0.107717328
UCEC	treatment_outcome_first_course	Global	NA	NA	NA	NA	NA	69(12.59%)	6.82E-10	8.09E-14	0	0.453043486
UCEC	treatment_outcome_first_course_v2	Uncomplete_Remission/Response (vs Complete_Remission/Response)	7.701606562	4.633806014	12.80043736	3.44E-15	38/22--441/53	69(12.59%)	2.20E-11	3.44E-15	0	0.197915239
UCEC	residual_tumor	RX (vs R0)	1.959941611	0.990907327	3.876619955	0.053148131	41/10--376/51	NA	NA	NA	NA	0.292687482
UCEC	residual_tumor	R1 (vs R0)	1.72064492	0.684383916	4.325962181	0.248608081	22/5--376/51	NA	NA	NA	NA	0.818914822
UCEC	residual_tumor	R2 (vs R0)	6.058636015	3.141699778	11.68382498	7.60E-08	16/11--376/51	NA	NA	NA	NA	0.640269368
UCEC	residual_tumor	Global	NA	NA	NA	NA	NA	94(17.15%)	6.50E-05	1.34E-06	3.55E-08	0.665677493
UCEC	new_tumor_event_type	Metastatic (vs NO)	3.334560288	1.742590049	6.380899697	0.000275557	27/11--463/54	NA	NA	NA	NA	0.733351924
UCEC	new_tumor_event_type	Locoregional_Recurrence (vs NO)	4.222782927	2.295994549	7.766523512	3.60E-06	25/13--463/54	NA	NA	NA	NA	0.002826853
UCEC	new_tumor_event_type	Locoregional_Disease (vs NO)	2.78289111	0.999596308	7.747610584	0.050090415	12/4--463/54	NA	NA	NA	NA	0.57163601
UCEC	new_tumor_event_type	New_Primary_Tumor (vs NO)	1.624310469	0.506988107	5.204036272	0.414188057	11/3--463/54	NA	NA	NA	NA	0.331788431
UCEC	new_tumor_event_type	Distant_Metastasis (vs NO)	6.766725901	2.890052722	15.84351007	1.06E-05	10/6--463/54	NA	NA	NA	NA	0.503429352
UCEC	new_tumor_event_type	Global	NA	NA	NA	NA	NA	1(0.18%)	1.34E-06	4.03E-08	6.53E-10	0.049800579
UCEC	new_tumor_event_dx_days_to	Yes (vs NO)	4.678609816	3.09350757	7.0759128	2.67E-13	109/50--439/41	1(0.18%)	8.33E-13	2.67E-13	7.77E-16	0.136697264
UCEC	peritoneal_washing	positive (vs negative)	4.651630184	2.83978597	7.619469776	1.03E-09	58/25--353/46	137(25%)	3.38E-08	1.03E-09	1.88E-11	0.96500679
UCEC	lymph_nodes_pelvic_pos_by_he	Yes (vs NO)	4.010198511	2.460188454	6.536772447	2.53E-08	56/22--492/69	1(0.18%)	8.69E-07	2.53E-08	1.71E-09	0.248123584
UCEC	lymph_nodes_pelvic_pos_total	Yes (vs NO)	3.653551476	2.311165758	5.775630044	2.93E-08	74/27--474/64	1(0.18%)	4.97E-07	2.93E-08	2.91E-09	0.252951725
UCEC	lymph_nodes_aortic_pos_by_he	Yes (vs NO)	2.458548202	1.230843581	4.91082649	0.01082353	29/9--519/82	1(0.18%)	0.023183926	0.01082353	0.008413831	0.76241031
UCEC	lymph_nodes_aortic_pos_total	Yes (vs NO)	2.967597123	1.64259681	5.361408613	0.00031278	38/13--510/78	1(0.18%)	0.001492756	0.00031278	0.000154113	0.76960906
UCS	AR	(continuous)	0.951927746	0.80285349	1.128682187	0.570753307	57/35	0(0%)	0.56824457	0.570753307	0.570445045	0.571013078
UCS	AR	H (vs L)	0.863866792	0.432566029	1.725206753	0.678389616	29/18--28/17	0(0%)	0.677785805	0.678389616	0.678128266	0.424708564
UCS	ESR1	(continuous)	0.943336549	0.777229206	1.144943908	0.555006734	57/35	0(0%)	0.556335115	0.555006734	0.555202751	0.424068174
UCS	ESR1	H (vs L)	0.850563143	0.435908108	1.659656353	0.635094896	29/19--28/16	0(0%)	0.634524556	0.635094896	0.634736209	0.931695093
UCS	ESR2	(continuous)	0.756729834	0.479182617	1.195035091	0.231819375	57/35	0(0%)	0.232185392	0.231819375	0.233864455	0.70650127
UCS	ESR2	H (vs L)	0.720027808	0.365083226	1.420059888	0.343180049	29/18--28/17	0(0%)	0.342521695	0.343180049	0.341088254	0.715003144
UCS	PGR	(continuous)	0.93471411	0.8001626	1.091891156	0.394559279	57/35	0(0%)	0.38899915	0.394559279	0.394271896	0.823244652
UCS	PGR	H (vs L)	0.77308021	0.39654054	1.507167491	0.449890139	29/19--28/16	0(0%)	0.448888109	0.449890139	0.448666645	0.522438841
UCS	tumor_invasion_percent	(continuous)	1.025449784	1.010243499	1.040884955	0.000977347	45/27	12(21.05%)	0.000545705	0.000977347	0.00055172	0.359108453
UCS	age_at_initial_pathologic_diagnosis	(continuous)	1.039726639	0.999343346	1.081741814	0.053921714	57/35	0(0%)	0.058107913	0.053921714	0.052593251	0.445076288
UCS	clinical_stage_v2	StageIII/IV (vs StageI/II)	2.480851424	1.203012515	5.116009774	0.013875243	27/12--30/23	0(0%)	0.010644976	0.013875243	0.011016814	0.816627351
UCS	histological_type	Uterine_Carcinosarcoma/_MMMT_Heterologous_Type (vs Uterine_Carcinosarcoma/_Malignant_Mixed_Mullerian_Tumor_(MMMT)_NOS)	2.059700384	0.993290758	4.271020986	0.052152571	20/16--24/14	NA	NA	NA	NA	0.968205759
UCS	histological_type	Uterine_Carcinosarcoma/MMMT_Homologous_Type (vs Uterine_Carcinosarcoma/_Malignant_Mixed_Mullerian_Tumor_(MMMT)_NOS)	0.534674576	0.191091686	1.496019573	0.233004931	13/5--24/14	NA	NA	NA	NA	0.305027987
UCS	histological_type	Global	NA	NA	NA	NA	NA	0(0%)	0.015791276	0.01860972	0.012875036	0.553455717
UCS	tumor_status	TUMOR_FREE (vs WITH_TUMOR)	0.101402512	0.024170073	0.425421529	0.001759215	17/2--37/31	3(5.26%)	1.38E-05	0.001759215	0.000124909	0.828679316
UCS	treatment_outcome_first_course_v2	Uncomplete_Remission/Response (vs Complete_Remission/Response)	7.036390089	2.997823161	16.51557908	7.39E-06	18/16--31/12	8(14.04%)	4.57E-06	7.39E-06	3.57E-07	0.207455468
UCS	new_tumor_event_type	NO (vs Yes)	0.383859249	0.177695355	0.829216514	0.014829122	26/10--31/25	0(0%)	0.00975791	0.014829122	0.011586638	0.055032311
UCS	radiation_therapy	YES (vs NO)	0.471005243	0.235643472	0.94144742	0.033112102	25/14--32/21	0(0%)	0.030701475	0.033112102	0.02961079	0.216539725
UCS	postoperative_rx_tx	NO (vs YES)	2.059618067	1.041192117	4.074201593	0.037899093	21/15--36/20	0(0%)	0.043218065	0.037899093	0.034279349	0.028371389
UCS	lymph_nodes_pelvic_pos_by_he	Yes (vs NO)	0.923713626	0.415969963	2.051222298	0.845431689	13/8--44/27	0(0%)	0.844408892	0.845431689	0.845391997	0.488217428
