Index	Cancer	Signature	Type	HR	Low CI95	Up CI95	p-value	Number_Event	N/A_number	Likelihood_ratio_test	Wald_test	Score_test	zph	concordance
	SARC	histological_type	Sarcoma;_synovial;_poorly_differentiated (vs Leiomyosarcoma_(LMS))	4.69553021	0.632498547	34.85858437	0.130506825	2/1--105/41	NA	NA	NA	NA	0.976407144	NA
	SARC	histological_type	Synovial_Sarcoma_-_Biphasic (vs Leiomyosarcoma_(LMS))	6.82E-08	0	Inf	0.99617896	2/0--105/41	NA	NA	NA	NA	0.999886706	NA
	SARC	histological_type	Giant_cell_'MFH'_/_Undifferentiated_pleomorphic_sarcoma_with_giant_cells (vs Leiomyosarcoma_(LMS))	7.09E-08	0	Inf	0.999579807	1/0--105/41	NA	NA	NA	NA	0.999963475	NA
	SARC	histological_type	Global	NA	NA	NA	NA	NA	0(0%)	0.691746897	0.968993832	0.789767343	0.970239842	0.546716185
	SARC	tumor_status	WITH_TUMOR (vs TUMOR_FREE)	8.860932297	4.824133463	16.27569423	2.03E-12	123/81--129/12	9(3.45%)	0	2.03E-12	0	0.070966138	0.699491022
	SARC	margin_status	Positive (vs Negative)	1.906644689	1.184412423	3.069280513	0.007890821	74/31--137/38	50(19.16%)	0.009119278	0.007890821	0.006888348	0.363583803	0.589618195
	SARC	residual_tumor	R1 (vs R0)	2.219326749	1.420769831	3.466720021	0.000459526	70/35--155/44	NA	NA	NA	NA	0.26307725	NA
	SARC	residual_tumor	RX (vs R0)	2.247075207	1.184010804	4.264612255	0.013262134	26/12--155/44	NA	NA	NA	NA	0.561242003	NA
	SARC	residual_tumor	R2 (vs R0)	10.87810554	5.042148896	23.46879923	1.17E-09	9/8--155/44	NA	NA	NA	NA	0.368940251	NA
	SARC	residual_tumor	Global	NA	NA	NA	NA	NA	1(0.38%)	5.09E-07	5.08E-09	7.22E-12	0.318222503	0.633507511
	SARC	new_tumor_event_type	Distant_Metastasis (vs NO)	3.058865261	1.89743664	4.931209026	4.46E-06	68/41--136/29	NA	NA	NA	NA	0.061248894	NA
	SARC	new_tumor_event_type	Locoregional_Recurrence (vs NO)	2.338021835	1.390476718	3.931274814	0.001358757	48/28--136/29	NA	NA	NA	NA	0.097462881	NA
	SARC	new_tumor_event_type	New_Primary_Tumor (vs NO)	0.501451664	0.068296267	3.681808422	0.497401194	8/1--136/29	NA	NA	NA	NA	0.06768988	NA
	SARC	new_tumor_event_type	Locoregional_Disease (vs NO)	4.46E-07	0	Inf	0.994275658	1/0--136/29	NA	NA	NA	NA	0.999832385	NA
	SARC	new_tumor_event_type	Global	NA	NA	NA	NA	NA	0(0%)	1.21E-05	8.79E-05	1.61E-05	0.166836595	0.62223091
	SARC	new_tumor_event_dx_days_to	Yes (vs NO)	2.4050895	1.559886311	3.708254546	7.11E-05	126/70--135/29	0(0%)	3.12E-05	7.11E-05	4.11E-05	0.071389466	0.583984884
	SARC	histologic_subtype	Poorly_differentiated_or_pleomorphic_or_epithelioid_leiomyosarcoma (vs Conventional_leiomyosarcoma)	1.860778688	0.997207842	3.472192236	0.051035792	34/18--66/22	NA	NA	NA	NA	0.975974099	NA
	SARC	histologic_subtype	Well-differentiated_leiomyosarcoma_(resembling_leiomyoma) (vs Conventional_leiomyosarcoma)	0.410920686	0.054436047	3.101911668	0.388502479	4/1--66/22	NA	NA	NA	NA	0.275747787	NA
	SARC	histologic_subtype	Global	NA	NA	NA	NA	NA	157(60.15%)	0.06755066	0.077989418	0.065996484	0.548230152	0.582880435
	SARC	tumor_total_depth	Superficial (vs Deep)	0.3415398	0.107580686	1.084297179	0.068355834	21/3--187/74	53(20.31%)	0.030279564	0.068355834	0.055961982	0.647016938	0.530055774
	SARC	disease_multifocal_indicator	YES (vs NO)	2.387880134	1.493791156	3.81711427	0.000276086	40/24--199/66	22(8.43%)	0.000734734	0.000276086	0.000175849	0.917755947	0.574432131
	SARC	locoregional_recurrence_indicator	YES (vs NO)	2.269228766	1.344960063	3.828663272	0.002137431	29/21--144/43	88(33.72%)	0.003688627	0.002137431	0.001597307	0.226125563	0.55826926
	SARC	metastatic_disease_confirmed	YES (vs NO)	2.914911267	1.782616468	4.766424996	2.01E-05	56/37--121/28	84(32.18%)	1.96E-05	2.01E-05	7.88E-06	0.347769866	0.61481318
	SKCM	AR	(continuous)	0.982208505	0.904494484	1.066599702	0.669484332	454/213	16(3.4%)	0.66822609	0.669484332	0.669468903	0.069989493	0.521483445
	SKCM	AR	H (vs L)	0.958533605	0.730676045	1.257447371	0.759753801	227/96--227/117	16(3.4%)	0.759919485	0.759753801	0.759736958	0.508295483	0.511606237
	SKCM	ESR1	(continuous)	0.887682992	0.8078728	0.975377677	0.013189053	454/213	16(3.4%)	0.014391917	0.013189053	0.013046114	0.358268502	0.55583625
	SKCM	ESR1	H (vs L)	0.716505433	0.54600396	0.940249654	0.016203387	225/116--229/97	16(3.4%)	0.015948933	0.016203387	0.0157314	0.733865701	0.536361377
	SKCM	ESR2	(continuous)	1.010544057	0.931446042	1.096359043	0.80086752	454/213	16(3.4%)	0.801292182	0.80086752	0.800864523	0.398785063	0.4964177
	SKCM	ESR2	H (vs L)	0.924449414	0.702118204	1.217183536	0.575690921	225/116--229/97	16(3.4%)	0.575448682	0.575690921	0.575597561	0.226355111	0.519733709
	SKCM	PGR	(continuous)	0.986196205	0.889450943	1.093464414	0.791890729	454/213	16(3.4%)	0.791479304	0.791890729	0.791892589	0.107643301	0.523543785
	SKCM	PGR	H (vs L)	0.928819853	0.709493202	1.215947268	0.591072071	226/102--228/111	16(3.4%)	0.591306248	0.591072071	0.590988739	0.111847585	0.524941503
	SKCM	breslow_thickness_at_diagnosis	(continuous)	1.026997339	1.013584461	1.040587711	7.14E-05	354/172	116(24.68%)	0.0012153	7.14E-05	2.64E-05	0.659468427	0.676776629
	SKCM	age_at_initial_pathologic_diagnosis	(continuous)	1.025245597	1.015747215	1.034832799	1.52E-07	455/214	15(3.19%)	7.23E-08	1.52E-07	1.22E-07	0.753116532	0.606211397
	SKCM	race	ASIAN (vs WHITE)	4.427496983	2.043865397	9.59100808	0.000161627	12/7--447/207	NA	NA	NA	NA	0.621528556	NA
	SKCM	race	BLACK_OR_AFRICAN_AMERICAN (vs WHITE)	NA	NA	NA	NA	1/0--447/207	NA	NA	NA	NA	NA	NA
	SKCM	race	Global	NA	NA	NA	NA	NA	25(5.32%)	0.001911541	0.000161627	3.64E-05	0.885270074	0.517704621
	SKCM	gender	FEMALE (vs MALE)	0.846792816	0.634692664	1.129772115	0.258265318	180/71--290/145	15(3.19%)	0.253974666	0.258265318	0.257744564	0.031651303	0.502175117
	SKCM	pathologic_stage_v2	StageIII/IV (vs StageI/II)	1.600967469	1.195518764	2.143920209	0.001585744	194/93--224/98	NA	NA	NA	NA	0.0526006	NA
	SKCM	pathologic_stage_v2	I/II_NOS (vs StageI/II)	0.407546871	0.147951135	1.122630471	0.082525648	14/6--224/98	NA	NA	NA	NA	0.949925861	NA
	SKCM	pathologic_stage_v2	Global	NA	NA	NA	NA	NA	51(10.85%)	0.000351869	0.000752264	0.000536061	0.146993134	0.587850808
	SKCM	tumor_status	TUMOR_FREE (vs WITH_TUMOR)	0.125973542	0.079410947	0.199838108	0	214/20--247/190	23(4.89%)	0	0	0	0.17294422	0.673387703
	SKCM	new_tumor_event_dx_days_to	NO (vs Yes)	0.65153849	0.471918405	0.899525002	0.009229597	190/49--280/167	15(3.19%)	0.006925639	0.009229597	0.008716878	0.903859201	0.54338949
	SKCM	clark_level_at_diagnosis	IV (vs V)	0.549304028	0.361445743	0.834800023	0.005023621	168/90--52/30	NA	NA	NA	NA	0.564065786	NA
	SKCM	clark_level_at_diagnosis	III (vs V)	0.314848549	0.190233128	0.521095403	6.94E-06	77/36--52/30	NA	NA	NA	NA	0.534194136	NA
	SKCM	clark_level_at_diagnosis	II (vs V)	0.190110844	0.07841011	0.460937151	0.00023885	18/6--52/30	NA	NA	NA	NA	0.14026183	NA
	SKCM	clark_level_at_diagnosis	I (vs V)	3.79E-07	0	Inf	0.994441528	6/0--52/30	NA	NA	NA	NA	0.99963844	NA
	SKCM	clark_level_at_diagnosis	Global	NA	NA	NA	NA	NA	156(33.19%)	1.34E-05	2.81E-05	8.97E-06	0.697822987	0.622511246
	SKCM	primary_melanoma_tumor_ulceration	YES (vs NO)	2.364855079	1.764636147	3.169230978	8.31E-09	167/78--303/138	15(3.19%)	3.06E-08	8.31E-09	3.34E-09	0.431077008	0.598875505
	SKCM	submitted_tumor_site.1	Regional_Lymph_Node (vs Primary_Tumor)	0.339106913	0.215866982	0.532705361	2.69E-06	222/107--103/30	NA	NA	NA	NA	0.523621034	NA
	SKCM	submitted_tumor_site.1	Regional_Cutaneous_or_Subcutaneous_Tissue_(includes_satellite_and_in-transit_metastasis) (vs Primary_Tumor)	0.356031581	0.21321378	0.594513575	7.89E-05	74/40--103/30	NA	NA	NA	NA	0.60865929	NA
	SKCM	submitted_tumor_site.1	Distant_Metastasis (vs Primary_Tumor)	0.335604213	0.197600089	0.569990572	5.35E-05	68/38--103/30	NA	NA	NA	NA	0.915184645	NA
	SKCM	submitted_tumor_site.1	Global	NA	NA	NA	NA	NA	18(3.83%)	0.000179405	3.43E-05	1.26E-05	0.492562213	0.557548812
	STAD	AR	(continuous)	1.118554424	1.034712615	1.209189858	0.004826834	409/157	34(7.67%)	0.005222773	0.004826834	0.004684645	0.792252165	0.568114074
	STAD	AR	H (vs L)	1.644760987	1.1949555	2.263882383	0.002268561	204/64--205/93	34(7.67%)	0.002042278	0.002268561	0.00204569	0.774321896	0.559628347
	STAD	ESR1	(continuous)	1.095144974	0.989001166	1.212680586	0.080579181	409/157	34(7.67%)	0.083899986	0.080579181	0.081219638	0.214575565	0.556714735
	STAD	ESR1	H (vs L)	1.410491205	1.028048571	1.935205685	0.033057164	205/68--204/89	34(7.67%)	0.032168344	0.033057164	0.032208467	0.586423897	0.547933618
	STAD	ESR2	(continuous)	1.01843362	0.883738115	1.173658825	0.800760591	409/157	34(7.67%)	0.800799412	0.800760591	0.800761837	0.477923598	0.513950428
	STAD	ESR2	H (vs L)	1.049805449	0.767333533	1.43626133	0.761180278	204/79--205/78	34(7.67%)	0.761202701	0.761180278	0.761157735	0.678532102	0.508512581
	STAD	PGR	(continuous)	1.111842469	1.020713185	1.211107775	0.015105485	409/157	34(7.67%)	0.016461696	0.015105485	0.015023794	0.582621471	0.55777545
	STAD	PGR	H (vs L)	1.466705324	1.068409013	2.01348405	0.017822585	205/67--204/90	34(7.67%)	0.017110904	0.017822585	0.017142788	0.850898002	0.54930315
	STAD	age_at_initial_pathologic_diagnosis	(continuous)	1.016829134	1.002332136	1.031535807	0.022732024	434/169	9(2.03%)	0.021217824	0.022732024	0.0226421	0.588038385	0.540059208
	STAD	gender	FEMALE (vs MALE)	0.931245732	0.677689425	1.279669687	0.660471929	158/58--285/114	6(1.35%)	0.659318029	0.660471929	0.660404964	0.513928186	0.503274349
	STAD	ajcc_pathologic_tumor_stage	Stage_II (vs Stage_I)	1.456369624	0.756600633	2.803344844	0.260513123	130/37--59/13	NA	NA	NA	NA	0.755175021	NA
	STAD	ajcc_pathologic_tumor_stage	Stage_III (vs Stage_I)	2.589644271	1.412041668	4.749333964	0.002104932	183/85--59/13	NA	NA	NA	NA	0.841953888	NA
	STAD	ajcc_pathologic_tumor_stage	Stage_IV (vs Stage_I)	4.452002881	2.244432899	8.830885372	1.92E-05	44/26--59/13	NA	NA	NA	NA	0.152733712	NA
	STAD	ajcc_pathologic_tumor_stage	Global	NA	NA	NA	NA	NA	33(7.45%)	2.19E-06	3.16E-06	9.85E-07	0.248485387	0.62290345
	STAD	pathologic_stage_v2	StageIII/IV (vs StageI/II)	2.199341115	1.566359228	3.088117498	5.33E-06	227/111--189/50	33(7.45%)	2.14E-06	5.33E-06	3.02E-06	0.699534051	0.595497393
	STAD	histological_grade	G2 (vs G3)	0.768060866	0.554415043	1.064035872	0.112570734	159/56--263/109	NA	NA	NA	NA	0.065919003	NA
	STAD	histological_grade	G1 (vs G3)	0.642342034	0.203793836	2.024611232	0.449831861	12/3--263/109	NA	NA	NA	NA	0.498486441	NA
	STAD	histological_grade	GX (vs G3)	1.271714091	0.468170201	3.454420479	0.637324251	9/4--263/109	NA	NA	NA	NA	0.739551424	NA
	STAD	histological_grade	Global	NA	NA	NA	NA	NA	6(1.35%)	0.335278813	0.344561823	0.340585821	0.26876573	0.550845293
	STAD	histological_grade_v2	G_3/4/High (vs G_1/2/Low)	1.315194495	0.954717507	1.811778401	0.093654897	263/109--171/59	NA	NA	NA	NA	0.056918174	NA
	STAD	histological_grade_v2	GX (vs G_1/2/Low)	1.672790796	0.606315211	4.615139118	0.320400917	9/4--171/59	NA	NA	NA	NA	0.353542386	NA
	STAD	histological_grade_v2	Global	NA	NA	NA	NA	NA	6(1.35%)	0.192584136	0.196982202	0.194478557	0.140544698	0.550171845
	STAD	histological_type	Stomach_Intestinal_Adenocarcinoma_Not_Otherwise_Specified_(NOS) (vs Stomach_Adenocarcinoma_Not_Otherwise_Specified_(NOS))	0.870702763	0.5732138	1.322583828	0.51625043	82/37--164/61	NA	NA	NA	NA	0.77462359	NA
	STAD	histological_type	Stomach_Intestinal_Adenocarcinoma_Tubular_Type (vs Stomach_Adenocarcinoma_Not_Otherwise_Specified_(NOS))	0.81089732	0.524501111	1.253676017	0.345708795	79/31--164/61	NA	NA	NA	NA	0.690042093	NA
	STAD	histological_type	Stomach_Adenocarcinoma_Diffuse_Type (vs Stomach_Adenocarcinoma_Not_Otherwise_Specified_(NOS))	0.816552946	0.51986573	1.282559467	0.379009828	72/28--164/61	NA	NA	NA	NA	0.214913465	NA
	STAD	histological_type	Stomach_Intestinal_Adenocarcinoma_Mucinous_Type (vs Stomach_Adenocarcinoma_Not_Otherwise_Specified_(NOS))	0.208706425	0.065340104	0.666640686	0.008185205	22/3--164/61	NA	NA	NA	NA	0.500562336	NA
	STAD	histological_type	Stomach_Adenocarcinoma_Signet_Ring_Type (vs Stomach_Adenocarcinoma_Not_Otherwise_Specified_(NOS))	1.575836405	0.778631769	3.189261565	0.206107631	13/9--164/61	NA	NA	NA	NA	0.293855998	NA
	STAD	histological_type	Stomach_Intestinal_Adenocarcinoma_Papillary_Type (vs Stomach_Adenocarcinoma_Not_Otherwise_Specified_(NOS))	0.693706139	0.21732826	2.214291912	0.536861047	8/3--164/61	NA	NA	NA	NA	0.786520674	NA
	STAD	histological_type	Global	NA	NA	NA	NA	NA	9(2.03%)	0.024279159	0.098014639	0.057959703	0.695229011	0.557310448
	STAD	tumor_status	WITH_TUMOR (vs TUMOR_FREE)	5.018866371	3.480630651	7.236912553	0	144/99--251/44	53(11.96%)	0	0	0	0.003286485	0.665716333
	STAD	treatment_outcome_first_course	Partial_Remission/Response (vs Complete_Remission/Response)	3.045442845	1.104057606	8.400578078	0.031461772	7/4--274/68	NA	NA	NA	NA	0.308308497	NA
	STAD	treatment_outcome_first_course	Stable_Disease (vs Complete_Remission/Response)	2.474620384	1.131995737	5.409690024	0.023167271	18/8--274/68	NA	NA	NA	NA	0.435494501	NA
	STAD	treatment_outcome_first_course	Progressive_Disease (vs Complete_Remission/Response)	4.646746989	3.226855934	6.691422865	1.11E-16	72/55--274/68	NA	NA	NA	NA	0.291211447	NA
	STAD	treatment_outcome_first_course	Global	NA	NA	NA	NA	NA	76(17.16%)	1.29E-13	7.33E-15	0	0.549750578	0.652913518
	STAD	treatment_outcome_first_course_v2	Uncomplete_Remission/Response (vs Complete_Remission/Response)	4.129495158	2.915123718	5.849744954	1.44E-15	97/67--274/68	76(17.16%)	1.08E-14	1.44E-15	0	0.199920973	0.646532326
	STAD	residual_tumor	R1 (vs R0)	1.645740813	0.833786339	3.248389542	0.151002091	18/9--350/119	NA	NA	NA	NA	0.339241228	NA
	STAD	residual_tumor	R2 (vs R0)	7.732863832	4.373048101	13.6740282	2.02E-12	19/14--350/119	NA	NA	NA	NA	0.96373852	NA
	STAD	residual_tumor	RX (vs R0)	6.627966123	3.691797015	11.89933649	2.38E-10	25/13--350/119	NA	NA	NA	NA	0.88951421	NA
	STAD	residual_tumor	Global	NA	NA	NA	NA	NA	36(8.13%)	7.99E-12	0	0	0.808291804	0.602999277
	STAD	new_tumor_event_dx_days_to	Yes (vs NO)	1.950495296	1.435477259	2.650290611	1.95E-05	115/75--328/97	6(1.35%)	2.96E-05	1.95E-05	1.36E-05	4.37E-07	0.537933677
	STAD	radiation_therapy	YES (vs NO)	0.527007914	0.320814293	0.865726207	0.011428453	51/20--392/152	6(1.35%)	0.006208901	0.011428453	0.010190403	0.543660576	0.535715944
	STAD	targeted_molecular_therapy	YES (vs NO)	0.659782585	0.455746829	0.955164208	0.027596513	102/38--341/134	6(1.35%)	0.02221972	0.027596513	0.026522995	0.208693618	0.545666713
	STAD	number_of_lymphnodes_positive_by_he	NO (vs Yes)	0.621359562	0.442643215	0.872232289	0.005960134	165/48--278/124	6(1.35%)	0.00449714	0.005960134	0.005506673	0.84335192	0.549301008
	STAD	history_reflux_disease_indicator	YES (vs NO)	0.573720049	0.31128109	1.057419499	0.074912735	46/11--397/161	6(1.35%)	0.053277402	0.074912735	0.071235265	0.866596669	0.522711439
	TGCT	AR	(continuous)	0.812565581	0.419762015	1.572945621	0.53796035	134/4	0(0%)	0.532095282	0.53796035	0.537037073	0.647668795	0.626436782
	TGCT	AR	H (vs L)	0.398295583	0.039952183	3.970730963	0.432670334	67/3--67/1	0(0%)	0.405592256	0.432670334	0.417804696	0.443269022	0.607758621
	TGCT	ESR1	(continuous)	2.758617669	0.808777393	9.409228678	0.105029969	134/4	0(0%)	0.092402512	0.105029969	0.100522462	0.45304212	0.727011494
	TGCT	ESR1	H (vs L)	616264694.1	0	Inf	0.998852983	68/1--66/3	0(0%)	0.038862684	0.998852983	0.077863088	0.999974188	0.754310345
	TGCT	ESR2	(continuous)	0.744568188	0.209140243	2.65076571	0.648919843	134/4	0(0%)	0.651832308	0.648919843	0.648899632	0.818073888	0.650862069
	TGCT	ESR2	H (vs L)	0.427823577	0.043078556	4.248819597	0.468525697	67/3--67/1	0(0%)	0.443583261	0.468525697	0.45615666	0.221687376	0.558908046
	TGCT	PGR	(continuous)	0.558076671	0.246042516	1.26583639	0.162768315	134/4	0(0%)	0.152756718	0.162768315	0.153088611	0.504800445	0.702586207
	TGCT	PGR	H (vs L)	1.74E-09	0	Inf	0.998857013	67/4--67/0	0(0%)	0.044088409	0.998857013	0.088842741	0.999973483	0.745689655
	TGCT	age_at_initial_pathologic_diagnosis	(continuous)	0.890209452	0.763806552	1.037530859	0.136638554	134/4	0(0%)	0.102063907	0.136638554	0.141001397	0.843369749	0.698275862
	TGCT	tumor_status	WITH_TUMOR (vs TUMOR_FREE)	27545521225	0	Inf	0.999043016	7/3--126/1	1(0.75%)	1.48E-05	0.999043016	2.00E-15	0.999989561	0.976811594
	TGCT	new_tumor_event_type	Yes (vs NO)	2.730991855	0.383944217	19.42552119	0.315541678	33/2--101/2	0(0%)	0.325220336	0.315541678	0.295476598	0.928491471	0.673850575
	TGCT	postoperative_rx_tx	YES (vs NO)	0.562514979	0.057072631	5.544217887	0.622132742	42/1--92/3	0(0%)	0.607379443	0.622132742	0.617637679	0.171597095	0.659482759
	TGCT	history_of_undescended_testis	Yes (vs No)	1.254025412	0.129734463	12.12152651	0.844953618	23/1--111/3	0(0%)	0.847875296	0.844953618	0.844629796	0.737227952	0.550287356
	TGCT	lymphovascular_invasion_present	YES (vs NO)	3.158139393	0.312525473	31.91370075	0.329839268	55/3--79/1	0(0%)	0.298330608	0.329839268	0.306653739	0.812560531	0.627873563
	THCA	AR	(continuous)	1.205747037	0.904186642	1.607882543	0.20263044	505/16	2(0.39%)	0.207430806	0.20263044	0.201492304	0.425357745	0.58500401
	THCA	AR	H (vs L)	2.476535643	0.858461107	7.144445737	0.093417892	254/5--251/11	2(0.39%)	0.080368441	0.093417892	0.082757376	0.841125089	0.613472334
	THCA	ESR1	(continuous)	1.025635429	0.791717325	1.328666179	0.848015883	505/16	2(0.39%)	0.848015412	0.848015883	0.848034963	0.128512398	0.414060412
	THCA	ESR1	H (vs L)	0.736266312	0.274079569	1.977849299	0.543684411	253/9--252/7	2(0.39%)	0.54189078	0.543684411	0.542114245	0.595293583	0.568430901
	THCA	ESR2	(continuous)	1.300186223	0.634795079	2.663039256	0.472991602	505/16	2(0.39%)	0.476100721	0.472991602	0.473604563	0.214027893	0.471130714
	THCA	ESR2	H (vs L)	1.353332871	0.503807725	3.635335007	0.548406137	255/7--250/9	2(0.39%)	0.546638014	0.548406137	0.546883636	0.399037638	0.499331729
	THCA	PGR	(continuous)	0.842737524	0.641029778	1.107915042	0.220280294	505/16	2(0.39%)	0.230436369	0.220280294	0.224242819	0.534899277	0.599438653
	THCA	PGR	H (vs L)	0.728772298	0.271216726	1.958245976	0.530415943	253/9--252/7	2(0.39%)	0.528554333	0.530415943	0.528707792	0.172754579	0.584202085
	THCA	tumor_size_width	(continuous)	1.345442813	1.044533696	1.733037785	0.021601834	478/15	29(5.72%)	0.032287658	0.021601834	0.020965681	0.327818555	0.651162791
	THCA	tumor_size_width.1	(continuous)	1.582355855	1.054018052	2.375528624	0.02684627	429/12	78(15.38%)	0.039228333	0.02684627	0.02648873	0.242476255	0.648840992
	THCA	tumor_size_width.2	(continuous)	1.864573921	1.060618507	3.277932529	0.030432375	407/12	100(19.72%)	0.040637627	0.030432375	0.027579694	0.307225313	0.637320977
	THCA	age_at_initial_pathologic_diagnosis	(continuous)	1.120456858	1.078573335	1.163966817	4.88E-09	507/16	0(0%)	3.40E-12	4.88E-09	4.29E-13	0.801849742	0.929027113
	THCA	gender	MALE (vs FEMALE)	1.998132742	0.722849698	5.523325894	0.182092522	136/6--371/10	0(0%)	0.19812698	0.182092522	0.17363774	0.685725644	0.569510898
	THCA	pathologic_stage_v2	StageIII/IV (vs StageI/II)	7.211180961	2.320548001	22.40898737	0.000637528	168/12--337/4	2(0.39%)	0.000171884	0.000637528	6.62E-05	0.334433684	0.735584624
	THCA	histological_type	Thyroid_Papillary_Carcinoma_-_Follicular_(>=_99%_follicular_patterned) (vs Thyroid_Papillary_Carcinoma_-_Classical/usual)	0.290217901	0.0382675	2.200991209	0.231391629	102/1--359/15	NA	NA	NA	NA	0.702432776	NA
	THCA	histological_type	Thyroid_Papillary_Carcinoma_-_Tall_Cell_(>=_50%_tall_cell_features) (vs Thyroid_Papillary_Carcinoma_-_Classical/usual)	2.97E-08	0	Inf	0.997393576	37/0--359/15	NA	NA	NA	NA	0.999958603	NA
	THCA	histological_type	"Other,_specify (vs Thyroid_Papillary_Carcinoma_-_Classical/usual)"	2.96E-08	0	Inf	0.998762502	9/0--359/15	NA	NA	NA	NA	0.999975218	NA
	THCA	histological_type	Global	NA	NA	NA	NA	NA	0(0%)	0.212922545	0.697981311	0.389075087	0.985802764	0.606725146
	THCA	tumor_status	WITH_TUMOR (vs TUMOR_FREE)	25.01368073	6.464919446	96.78144157	3.11E-06	44/7--451/3	12(2.37%)	1.83E-06	3.11E-06	3.64E-12	0.382411894	0.864006515
	THCA	residual_tumor	R1 (vs R0)	4.151940154	1.249673898	13.79448437	0.020136817	52/4--389/8	NA	NA	NA	NA	0.551208378	NA
	THCA	residual_tumor	RX (vs R0)	6.36933381	1.680154428	24.14564549	0.00646673	30/3--389/8	NA	NA	NA	NA	0.564450904	NA
	THCA	residual_tumor	R2 (vs R0)	1.78E-07	0	Inf	0.997554157	4/0--389/8	NA	NA	NA	NA	0.999878395	NA
	THCA	residual_tumor	Global	NA	NA	NA	NA	NA	32(6.31%)	0.026365838	0.019367097	0.004613047	0.805570492	0.70781054
	THCA	other_dx	Yes (vs No)	5.287656801	1.701959185	16.42772324	0.003984309	34/4--473/12	0(0%)	0.013808899	0.003984309	0.001269565	0.18096003	0.634370016
	THCA	number_of_lymphnodes_positive_by_he	Yes (vs NO)	0.724235923	0.262755938	1.996216247	0.532827972	219/6--288/10	0(0%)	0.528163434	0.532827972	0.531068461	0.095035661	0.574561404
	THCA	history_thyroid_disease	Nodular_Hyperplasia (vs Normal)	0.535221671	0.068531607	4.180001744	0.551138482	69/1--281/14	NA	NA	NA	NA	0.646227166	NA
	THCA	history_thyroid_disease	Lymphocytic_Thyroiditis (vs Normal)	9.96E-09	0	Inf	0.998204588	43/0--281/14	NA	NA	NA	NA	0.999984318	NA
	THCA	history_thyroid_disease	"Other,_specify (vs Normal)"	9.85E-09	0	Inf	0.998491787	26/0--281/14	NA	NA	NA	NA	0.999981853	NA
	THCA	history_thyroid_disease	Lymphocytic_Thyroiditis|Nodular_Hyperplasia (vs Normal)	9.37E-09	0	Inf	0.998796011	23/0--281/14	NA	NA	NA	NA	0.999958033	NA
	THCA	history_thyroid_disease	"Lymphocytic_Thyroiditis|Other,_specify (vs Normal)"	1.01E-08	0	Inf	0.999163212	5/0--281/14	NA	NA	NA	NA	0.999999775	NA
	THCA	history_thyroid_disease	"Lymphocytic_Thyroiditis|Nodular_Hyperplasia|Other,_specify (vs Normal)"	1.04E-08	0	Inf	0.999531074	1/0--281/14	NA	NA	NA	NA	0.999993143	NA
	THCA	history_thyroid_disease	"Normal|Other,_specify (vs Normal)"	9.12E-09	0	Inf	0.99983302	1/0--281/14	NA	NA	NA	NA	0.999991036	NA
	THCA	history_thyroid_disease	Global	NA	NA	NA	NA	NA	58(11.44%)	0.467834404	0.999822981	0.78789221	0.999969939	0.61464497
	THCA	tumor_focality	Multifocal (vs Unifocal)	0.255844066	0.057750815	1.133424454	0.072646782	228/2--269/14	10(1.97%)	0.035946499	0.072646782	0.053257832	0.274839516	0.628301887
	THCA	extrathyroidal_extension	Minimal_(T3) (vs None)	1.155182225	0.336215863	3.9690155	0.818808999	134/4--354/7	NA	NA	NA	NA	0.407559346	NA
	THCA	extrathyroidal_extension	Moderate/Advanced_(T4a) (vs None)	8.365897318	2.43495927	28.74308363	0.000743071	18/4--354/7	NA	NA	NA	NA	0.861442058	NA
	THCA	extrathyroidal_extension	Very_Advanced_(T4b) (vs None)	NA	NA	NA	NA	1/1--354/7	NA	NA	NA	NA	NA	NA
	THCA	extrathyroidal_extension	Global	NA	NA	NA	NA	NA	0(0%)	2.74E-05	0.001915716	0	0.814452431	0.710393408
	THYM	AR	(continuous)	1.091588988	0.722480712	1.649271045	0.67727253	119/9	5(4.03%)	0.681464105	0.67727253	0.676822965	0.386133776	0.480103806
	THYM	AR	H (vs L)	0.611261665	0.159392748	2.344151963	0.472917437	60/5--59/4	5(4.03%)	0.470837964	0.472917437	0.468966352	0.81070734	0.540657439
	THYM	ESR1	(continuous)	1.144825951	0.733406246	1.78704022	0.551645458	119/9	5(4.03%)	0.555857862	0.551645458	0.551552696	0.323022855	0.588235294
	THYM	ESR1	H (vs L)	0.947223632	0.238483249	3.762245827	0.938584212	60/4--59/5	5(4.03%)	0.938616603	0.938584212	0.938578085	0.119649525	0.462802768
	THYM	ESR2	(continuous)	0.477863115	0.265416055	0.860359244	0.013844085	119/9	5(4.03%)	0.011588711	0.013844085	0.008980821	0.706296866	0.807958478
	THYM	ESR2	H (vs L)	0.112299339	0.014019823	0.899522144	0.039426152	59/8--60/1	5(4.03%)	0.008395417	0.039426152	0.012720467	0.75542644	0.747404844
	THYM	PGR	(continuous)	1.190434343	0.802465297	1.765975337	0.386323136	119/9	5(4.03%)	0.394922362	0.386323136	0.385038897	0.121927166	0.611591696
	THYM	PGR	H (vs L)	0.729727042	0.191531216	2.780233775	0.644309508	61/5--58/4	5(4.03%)	0.642908242	0.644309508	0.643054923	0.090619814	0.474048443
