Name	UCSC_RefGene_Name	UCSC_RefGene_Accession	UCSC_RefGene_Group	UCSC_CpG_Islands_Name
cg02799411	ITPR1	NM_002222;NM_001099952;NM_001168272;NR_004428	Body	
cg02799411	EGOT	NM_002222;NM_001099952;NM_001168272;NR_004428	TSS1500	
cg02810692	LRTM1	NM_020678;NM_018398	TSS1500	
cg02810692	CACNA2D3	NM_020678;NM_018398	Body	
cg02835421	IPO13	NM_014652	TSS1500	chr1:44412073-44412804
cg02844593	CACNA2D3	NM_018398	Body	
cg02853387	DSCAML1	NM_020693	Body	
cg02888243	ITGAL	NM_001114380;NM_002209	3'UTR	chr16:30535841-30536536
cg02893799	MS4A4A	NM_148975	Body	
cg02909446	SPOCK2	NM_014767;NM_001134434	TSS1500	chr10:73846806-73848233
cg02920600	DGKI	NM_004717	Body	
cg02936347	GP2	NM_001007242;NM_001007241;NM_001502;NM_001007240	5'UTR	
cg02956542	PGLYRP4	NM_020393	TSS1500	
cg02971546	SH3TC1	NM_018986	TSS1500	
cg02978297	BCAR3	NM_003567	Body	
cg02983759	NCRNA00111	NR_024367	TSS1500	
cg02990302	C16orf80	NM_013242	Body	
cg02999711	MIR135B	NR_029893	Body	
cg03005293	RORC	NM_005060	TSS1500	
cg03015585	BIK	NM_001197	Body	
cg03032770	GPR56	NM_001145773;NM_201524;NM_001145772;NM_001145770;NM_005682;NM_001145771;NM_201525	5'UTR	
cg03050127	BCAS3	NM_001099432;NM_017679	Body	
cg03139377	SLC6A12	NM_001122847;NM_003044;NM_001122848;NM_001122848	TSS1500	
cg03139377	SLC6A12	NM_001122847;NM_003044;NM_001122848;NM_001122848	1stExon	
cg03139377	SLC6A12	NM_001122847;NM_003044;NM_001122848;NM_001122848	5'UTR	
cg03139423	KIF6	NM_145027	Body	
cg03180768	CORO2B	NM_006091	Body	
cg03214622	HRNBP3	NM_001082575	5'UTR	
cg03216698	TNXB	NM_019105	Body	
cg03231471	GRIK4	NM_014619	Body	
cg03231860	RICS	NM_014715;NM_001142685;NM_014715	1stExon	
cg03231860	RICS	NM_014715;NM_001142685;NM_014715	Body	
cg03231860	RICS	NM_014715;NM_001142685;NM_014715	5'UTR	
cg03239580	CYP21A2	NM_000500;NM_001128590	TSS1500	
cg03243965	HSH2D	NM_032855	5'UTR	
cg03244997	ARHGAP27	NM_199282	TSS200	chr17:43506828-43510380
cg03255783	ESPN	NM_031475	Body	chr1:6484503-6485327
cg03283569	RABEPK	NM_005833;NM_005833	1stExon	chr9:127962543-127963125
cg03283569	RABEPK	NM_005833;NM_005833	5'UTR	chr9:127962543-127963125
cg03286387	LSP1	NM_001013253;NM_001013254;NM_001013255;NM_002339	5'UTR	chr11:1892037-1892556
cg03286387	LSP1	NM_001013253;NM_001013254;NM_001013255;NM_002339	TSS1500	chr11:1892037-1892556
cg03286387	LSP1	NM_001013253;NM_001013254;NM_001013255;NM_002339	Body	chr11:1892037-1892556
cg03318906	RAB11FIP1	NM_025151;NM_001002814	Body	chr8:37756454-37757339
cg03319695	CDH20	NM_031891	TSS1500	
cg03325407	BCL2L15	NM_001010922	3'UTR	
cg03326188	CCL28	NM_148672;NM_148672	5'UTR	
cg03326188	CCL28	NM_148672;NM_148672	1stExon	
cg03368046	FAM186A	NM_001145475	TSS200	
cg03387497	BANF2	NM_001014977;NM_178477;NM_001159495	5'UTR	
cg03387497	BANF2	NM_001014977;NM_178477;NM_001159495	Body	
cg03404572	SERPINB3	NM_006919	TSS200	
cg03411082	LOC100134368	NR_024453	Body	chr16:431189-432810
cg03421657	FAM78B	NM_001017961	Body	
cg03434085	LOC339524	NR_026989	Body	chr1:87617153-87617417
cg03458344	C1orf129	NM_001163629;NM_025063	Body	
cg03464392	MYT1L	NM_015025	Body	chr2:1842846-1843137
cg03494634	OR7G3	NM_001001958	TSS1500	
cg03501666	ANKS1B	NM_020140;NM_152788;NM_181670	Body	
cg03503642	COL12A1	NM_004370;NM_080645	5'UTR	chr6:75914705-75916387
cg03503785	PRKCB	NM_002738;NM_212535	Body	
cg03507262	CLMN	NM_024734	Body	chr14:95785752-95786151
cg03535099	TBCD	NM_005993	Body	
cg03545972	ASAP2	NM_001135191;NM_003887	Body	
cg03546687	RAB26	NM_014353	TSS1500	chr16:2198455-2199129
cg03564557	TMEM184A	NM_001097620	Body	chr7:1590387-1591020
cg03590492	OLFM1	NM_014279;NM_006334	Body	chr9:137978821-137980254
cg03599618	AGBL4	NM_032785	Body	chr1:49364554-49364870
cg03605164	KCTD8	NM_198353	Body	chr4:44449386-44451133
cg03607573	TAF1D	NM_024116	Body	chr11:93474085-93475075
cg03611487	LOC100126784	NR_015384;NM_182964;NM_001111018;NM_145117	TSS1500	chr11:19733936-19735320
cg03611487	NAV2	NR_015384;NM_182964;NM_001111018;NM_145117	Body	chr11:19733936-19735320
cg03634833	ADAP1	NM_006869	Body	chr7:965987-966266
cg03653573	C5orf56	NM_001013717	Body	
cg03655174	GTF2E2	NM_002095	Body	
cg03660603	VGLL3	NM_016206	Body	
cg03676624	AQP11	NM_173039	Body	
cg03687765	FXYD4	NM_173160	TSS200	
cg03718773	EFNA5	NM_001962	Body	
cg03719032	HAPLN4	NM_023002	TSS1500	chr19:19371675-19372393
cg03726739	SLIT3	NM_003062	Body	
cg03752935	DOCK1	NM_001380	TSS1500	chr10:128593609-128595048
cg03753191	EPSTI1	NM_033255;NM_001002264	TSS1500	chr13:43566074-43566508
cg03758697	FAM174B	NM_207446	3'UTR	
cg03783391	FRMD4A	NM_018027	Body	
cg03805279	CNR1	NM_016083;NM_001160259;NM_001160226;NM_001160258	5'UTR	chr6:88875397-88877449
cg03823352	CNTN5	NM_014361;NM_175566	Body	
cg03840849	MACC1	NM_182762	TSS1500	
cg03870448	APBB2	NM_004307;NM_173075;NM_001166050	5'UTR	chr4:41215871-41216813
cg03873281	PDLIM4	NM_003687;NM_001131027	3'UTR	chr5:131607018-131607889
cg03875678	GZMB	NM_004131	TSS200	
cg03882698	FRMD4B	NM_015123	Body	
cg03928887	PLCD3	NM_133373	Body	chr17:43198277-43198773
cg03935060	GRIN2A	NM_001134407;NM_000833;NM_001134408	Body	chr16:10273943-10277424
cg03958308	PLEC1	NM_201378;NM_201382;NM_201381;NM_000445;NM_201384;NM_201380;NM_201383;NM_201379	Body	chr8:145016417-145016916
cg03958308	PLEC1	NM_201378;NM_201382;NM_201381;NM_000445;NM_201384;NM_201380;NM_201383;NM_201379	TSS1500	chr8:145016417-145016916
cg03962200	INPP5J	NM_001002837	TSS1500	
cg03977657	LAMB3	NM_000228;NM_001017402;NM_000228;NM_001127641	1stExon	
cg03977657	LAMB3	NM_000228;NM_001017402;NM_000228;NM_001127641	TSS1500	
cg03977657	LAMB3	NM_000228;NM_001017402;NM_000228;NM_001127641	5'UTR	
cg03977657	LAMB3	NM_000228;NM_001017402;NM_000228;NM_001127641	TSS200	
cg03980224	RAI14	NM_001145523;NM_015577;NM_001145522;NM_001145520;NM_001145525;NM_001145521	TSS1500	
cg03980224	RAI14	NM_001145523;NM_015577;NM_001145522;NM_001145520;NM_001145525;NM_001145521	5'UTR	
cg03985478	AKR7L	NM_001145289;NM_201252	Body	chr1:19600249-19600942
cg03997992	CDGAP	NM_020754	Body	chr3:119120847-119121138
cg03998264	ATF7	NM_006856;NM_001130060;NM_001130059	Body	
cg04086239	PRKCB	NM_002738;NM_212535	Body	
cg04108706	QSOX1	NM_002826;NM_001004128	Body	chr1:180123555-180124584
cg04121771	TM4SF4	NM_004617	TSS1500	
cg04122815	C5orf39	NM_001014279	1stExon	chr5:43040345-43040633
cg04125586	ELF3	NM_004433;NM_001114309	Body	
cg04133673	LRP1B	NM_018557	TSS1500	chr2:142887724-142888553
cg04136490	RNASE11	NM_145250	5'UTR	
cg04161859	CDH23	NM_052836;NM_022124	Body	
cg04176246	MSI2	NM_138962;NM_170721	Body	
cg04187939	AFF3	NM_001025108;NM_002285	Body	
cg04198535	ADARB2	NM_018702	Body	chr10:1516979-1517313
cg04215126	FLJ23834	NM_152750	Body	
cg04226002	ZBTB16	NM_006006;NM_001018011	Body	chr11:113953620-113953839
cg04231590	TNNI3K	NM_001112808;NM_015978	Body	
cg04233669	LOC153328	NM_145282	Body	chr5:135170271-135171156
cg04242464	CCDC85C	NM_001144995	Body	chr14:100069475-100071813
cg04255276	LTBP3	NM_001164266;NM_021070;NM_001130144	Body	chr11:65313843-65314455
cg04272820	THRA	NM_003250;NM_199334	5'UTR	
cg04282788	C1orf133	NR_024337;NM_019605	TSS200	chr1:210407401-210407637
cg04282788	SERTAD4	NR_024337;NM_019605	5'UTR	chr1:210407401-210407637
cg04291025	RPLP1	NM_001003;NM_213725	Body	chr15:69745049-69745746
cg04295258	LOC642587	NM_001104548	TSS1500	
cg04304450	BIK	NM_001197	3'UTR	
cg04362211	FAT3	NM_001008781	Body	
cg04363282	NGEF	NM_019850	TSS200	
cg04391800	MAGI1	NM_015520;NM_001033057;NM_004742	Body	
cg04414975	TMEM132D	NM_133448	Body	
cg04435320	TCP11L1	NM_001145541;NM_018393	Body	
cg04458023	LRP1B	NM_018557	Body	
cg04476531	MACROD2	NM_001033087;NM_080676	5'UTR	
cg04476531	MACROD2	NM_001033087;NM_080676	Body	
cg04476865	MIR548F5	NR_031646;NM_015678	Body	
cg04476865	NBEA	NR_031646;NM_015678	Body	
cg04492496	TNXB	NM_019105	Body	chr6:32046815-32047094
cg04498110	CX3CR1	NM_001171171;NM_001171174;NM_001171172;NM_001337	3'UTR	
cg04499015	COL11A2	NM_080679;NM_080681;NM_080680	Body	
cg04502814	SEPP1	NM_005410;NM_005410;NM_001093726;NM_001085486;NM_001093726;NM_001085486	1stExon	
cg04502814	SEPP1	NM_005410;NM_005410;NM_001093726;NM_001085486;NM_001093726;NM_001085486	5'UTR	
cg04563046	RUNX1T1	NM_004349;NM_175635;NM_175634;NM_175636	Body	
cg04573500	MSI2	NM_138962;NM_170721	Body	
cg04603976	ZBTB7A	NM_015898	Body	chr19:4053879-4055289
cg04640834	RND1	NM_014470	TSS1500	
cg04663916	EBPL	NM_032565	TSS1500	chr13:50265224-50265598
cg04694619	ANO7	NM_001001666;NM_001001891	TSS200	
cg04705318	HHIPL1	NM_001127258	Body	chr14:100141601-100142051
cg04707603	RASGRP3	NM_001139488;NM_170672	5'UTR	
cg04747619	DEFA5	NM_021010	TSS1500	
cg04774103	DNER	NM_139072	Body	
cg04799329	RASA3	NM_007368	Body	chr13:114879041-114879530
cg04799958	KRT18	NM_000224;NM_199187	Body	chr12:53342805-53343162
cg04807739	FAM25A	NM_001146157	TSS200	
cg04821009	RFESD	NM_173362;NM_001131065;NM_001131066	TSS1500	chr5:94982329-94982694
cg04830757	LOC645323	NR_015436	Body	
cg04831076	LOC153328	NM_145282	Body	chr5:135188169-135188510
cg04854189	MIB2	NM_001170687;NM_001170688;NM_080875;NM_001170689;NM_001170686;NR_033183	Body	chr1:1563674-1564032
cg04866380	C7orf16	NM_001145123;NM_006658	TSS1500	
cg04874580	RBPMS	NM_001008712;NM_001008710;NM_001008711;NM_006867	Body	
cg04886769	BCYRN1	NR_001568;NM_001097642	Body	
cg04886769	GJB1	NR_001568;NM_001097642	TSS200	
cg04910179	DAB1	NM_021080	5'UTR	
cg04914198	PPFIA4	NM_015053	TSS1500	
cg04929355	IL18	NM_001562	TSS200	
cg04933601	TNNI3K	NM_001112808;NM_015978	Body	
cg04947157	TMC8	NM_152468;NM_007267;NM_007267	Body	chr17:76127521-76128406
cg04947157	TMC6	NM_152468;NM_007267;NM_007267	5'UTR	chr17:76127521-76128406
cg04947157	TMC6	NM_152468;NM_007267;NM_007267	1stExon	chr17:76127521-76128406
cg04964845	PPM1A	NM_177952;NM_021003	3'UTR	
cg04972979	C20orf54	NM_033409;NM_033409	1stExon	
cg04972979	C20orf54	NM_033409;NM_033409	5'UTR	
cg04975920	TSPAN1	NM_005727	5'UTR	
cg04983349	SH3BGRL2	NM_031469	Body	
cg04987122	TRAF7	NM_032271	5'UTR	chr16:2214222-2215518
cg04988978	MPO	NM_000250	TSS1500	chr17:56356374-56357013
cg05008898	COL23A1	NM_173465	Body	chr5:177952110-177952738
cg05023415	FBXL7	NM_012304	3'UTR	chr5:15936641-15937316
cg05035061	ZDHHC7	NM_001145548;NM_017740	5'UTR	
cg05085336	PDZRN3	NM_015009	Body	
cg05089968	PRR18	NM_175922	TSS1500	chr6:166720239-166722275
cg05118587	ETV3L	NM_001004341	3'UTR	
cg05121182	KALRN	NM_001024660;NR_028136;NM_003947	TSS1500	
cg05141014	PART1	NR_028508;NR_024617;NM_001165899;NR_028509	Body	
cg05141014	PDE4D	NR_028508;NR_024617;NM_001165899;NR_028509	TSS1500	
cg05146756	LOC554202	NR_027054	Body	chr9:21559133-21559816
cg05146852	ANO3	NM_031418	Body	
cg05174942	VTRNA1-2	NR_026704	TSS200	
cg05181212	MAPK10	NM_138980;NM_138982;NM_002753	5'UTR	
cg05220280	SDK1	NR_027816;NM_152744	Body	chr7:4303079-4305062
cg05251389	BIK	NM_001197	3'UTR	
cg05251814	SOLH	NM_005632	5'UTR	chr16:587567-588172
cg05261349	ST3GAL2	NM_006927	TSS1500	chr16:70472588-70473649
cg05264377	TRERF1	NM_033502	3'UTR	
cg05285917	MUC2	NM_002457	TSS1500	
cg05286252	AUTS2	NM_015570;NM_001127232;NM_001127231	Body	
cg05293299	RBMS3	NM_001003792;NM_001003793;NM_014483	Body	
cg05295023	SSH3	NM_017857	3'UTR	
cg05307477	KCNK18	NM_181840	TSS200	
cg05335577	IL2RG	NM_000206	TSS200	
cg05346611	SERPINA1	NM_001127701;NM_001127703;NM_001002236;NM_001127702;NM_000295;NM_001127704;NM_001127706;NM_001127700;NM_001127705;NM_001002235;NM_000295;NM_001127707	5'UTR	
cg05346611	SERPINA1	NM_001127701;NM_001127703;NM_001002236;NM_001127702;NM_000295;NM_001127704;NM_001127706;NM_001127700;NM_001127705;NM_001002235;NM_000295;NM_001127707	1stExon	
cg05355436	C10orf107	NM_173554	Body	
cg05363955	DOCK10	NM_014689	Body	
cg05376228	SBNO2	NM_001100122;NM_014963	Body	chr19:1122475-1123287
cg05427639	NT5C3	NM_001166118;NM_016489;NM_016489;NR_029372;NM_001166118;NM_001002010	1stExon	
cg05427639	NT5C3	NM_001166118;NM_016489;NM_016489;NR_029372;NM_001166118;NM_001002010	5'UTR	
cg05427639	NT5C3	NM_001166118;NM_016489;NM_016489;NR_029372;NM_001166118;NM_001002010	Body	
cg05491565	TRIM42	NM_152616	Body	chr3:140401459-140401986
cg05492735	LHFPL3	NM_199000	Body	
cg05511530	MGAT4C	NM_013244	5'UTR	
cg05511924	DIRC3	NR_026597	Body	
cg05514299	MGAT5B	NM_144677;NM_198955	Body	chr17:74864170-74866657
cg05514299	MGAT5B	NM_144677;NM_198955	TSS200	chr17:74864170-74866657
cg05518130	WBSCR17	NM_022479	Body	
cg05585149	DIP2C	NM_014974;NR_027152;NR_027151	Body	
cg05585149	C10orf108	NM_014974;NR_027152;NR_027151	TSS200	
cg05603784	ZNF469	NM_001127464	Body	chr16:88496201-88497763
cg05616858	ERBB2	NM_001005862;NM_033419	TSS1500	chr17:37844112-37844481
cg05616858	PGAP3	NM_001005862;NM_033419	Body	chr17:37844112-37844481
cg05623526	KCNQ1	NM_000218;NM_181798	Body	
cg05624582	CACNA1I	NM_001003406;NM_021096	Body	chr22:40042605-40042926
cg05644223	C21orf96	NR_026812;NM_001754	TSS1500	
cg05644223	RUNX1	NR_026812;NM_001754	Body	
cg05656812	DISC1	NM_018662;NM_001012957;NM_001164541;NM_001164540;NM_001164542;NR_028393;NM_001164538;NM_001164537;NM_001164547;NM_001164546	Body	
cg05656812	TSNAX-DISC1	NM_018662;NM_001012957;NM_001164541;NM_001164540;NM_001164542;NR_028393;NM_001164538;NM_001164537;NM_001164547;NM_001164546	Body	
cg05662655	DSC2	NM_024422;NM_004949	TSS1500	chr18:28681320-28682455
cg05667197	PIP	NM_002652	TSS1500	
cg05684195	CIDEC	NM_022094	5'UTR	
cg05701418	TRIM15	NM_033229;NM_033229	5'UTR	
cg05701418	TRIM15	NM_033229;NM_033229	1stExon	
cg05702218	RABGAP1L	NM_001035230;NM_014857	TSS1500	
cg05702218	RABGAP1L	NM_001035230;NM_014857	Body	
cg05749493	ProSAPiP1	NM_014731	TSS200	chr20:3148649-3149060
cg05775918	TMPRSS4	NM_001083947;NM_019894	TSS200	
cg05788725	PTRF	NM_012232	Body	chr17:40558005-40558274
cg05812697	AGBL4	NM_032785	Body	chr1:49364554-49364870
cg05826944	KIF5C	NM_004522;NR_031742	Body	
cg05826944	MIR1978	NM_004522;NR_031742	TSS1500	
cg05828925	FLJ14107	NR_027715;NM_018688	TSS1500	
cg05828925	BIN3	NR_027715;NM_018688	Body	
cg05848175	S100A9	NM_002965	TSS200	
cg05856951	HMOX2	NM_001127205;NM_002134;NM_001127206;NM_001127204	TSS1500	
cg05856951	HMOX2	NM_001127205;NM_002134;NM_001127206;NM_001127204	5'UTR	
cg05862438	TAS2R40	NM_176882	1stExon	
cg05869611	GNAT3	NM_001102386	Body	
cg05884768	IL17A	NM_002190	3'UTR	
cg05888037	C13orf26	NM_152325	TSS1500	
cg05898618	KCNQ1	NM_000218;NM_181798	Body	chr11:2555405-2555618
cg05913474	FAM83H	NM_198488	5'UTR	chr8:144815203-144816518
cg05973398	RUNX1	NM_001754	Body	
cg06009422	AGPAT4	NM_020133	5'UTR	
cg06026334	FTCD	NM_206965;NM_006657	Body	
cg06041466	FMO6P	NR_002601	TSS1500	
cg06067593	GPM6A	NM_005277;NM_201592	5'UTR	chr4:176922473-176922820
cg06067593	GPM6A	NM_005277;NM_201592	Body	chr4:176922473-176922820
cg06141561	NDUFB10	NM_004548	Body	chr16:2009496-2009919
cg06154597	GAK	NM_005255;NM_032326	Body	chr4:925580-926488
cg06154597	TMEM175	NM_005255;NM_032326	TSS1500	chr4:925580-926488
cg06161099	ABLIM2	NM_032432;NM_001130083;NM_001130087;NM_001130084;NM_001130085;NM_001130086	Body	
cg06193232	ERN1	NM_001433	Body	
cg06193766	DIP2C	NM_014974	Body	chr10:372932-373159
cg06196379	TREM1	NM_018643	TSS1500	
cg06206957	NT5C3	NM_001166118;NR_029372;NM_016489;NM_001002010	TSS200	
cg06206957	NT5C3	NM_001166118;NR_029372;NM_016489;NM_001002010	Body	
cg06226384	CACNG5	NM_145811;NM_014404	TSS200	
cg06226386	FLJ14107	NR_027715;NM_018688	TSS1500	
cg06226386	BIN3	NR_027715;NM_018688	Body	
cg06236559	SMAD2	NM_005901;NM_001135937;NM_001003652	TSS1500	chr18:45456484-45458024
cg06296169	PLXNA4	NM_020911;NM_181775;NM_001105543	5'UTR	
cg06298701	NCOA4	NM_001145261;NM_001145263;NM_001145260	5'UTR	chr10:51565071-51565648
cg06339606	ANP32A	NM_006305	TSS1500	chr15:69109708-69114001
cg06372475	C10orf54	NM_022153;NM_022124	TSS1500	chr10:73533091-73533492
cg06372475	CDH23	NM_022153;NM_022124	Body	chr10:73533091-73533492
cg06375539	GJB3	NM_001005752;NM_024009	5'UTR	chr1:35250418-35250736
cg06377256	PRSS27	NM_031948	Body	chr16:2770137-2770500
cg06431514	CUGBP2	NM_001025076;NM_006561;NM_001025077;NM_001083591	Body	
cg06468626	FAM196B	NM_001129891;NM_004946	TSS1500	
cg06468626	DOCK2	NM_001129891;NM_004946	Body	
cg06506007	DCLK1	NM_004734	Body	
cg06513470	AFG3L1	NR_003228	Body	chr16:90066317-90066643
cg06518271	ADH6	NM_000672;NM_001102470;NM_000672;NM_001102470	5'UTR	
cg06518271	ADH6	NM_000672;NM_001102470;NM_000672;NM_001102470	1stExon	
cg06575425	FER1L4	NR_024377	TSS200	
cg06592027	EGFLAM	NM_152403;NM_182798;NM_182801;NM_182799	Body	
cg06592027	EGFLAM	NM_152403;NM_182798;NM_182801;NM_182799	TSS1500	
cg06601774	LRRC3B	NM_052953	Body	
cg06627532	CMIP	NM_198390	Body	
cg06651452	ZBTB7A	NM_015898	5'UTR	chr19:4064086-4067980
cg06658615	NRG2	NM_013982;NM_013983;NM_013981;NM_004883	Body	
cg06687489	MYO5C	NM_018728	Body	chr15:52587353-52588172
cg06705767	RARB	NM_016152;NM_000965	5'UTR	
cg06705767	RARB	NM_016152;NM_000965	Body	
cg06710785	NRG3	NM_001165972;NM_001165973;NM_001010848	Body	
cg06804091	LFNG	NM_001166355;NM_001040167;NM_001040168;NM_002304	Body	chr7:2563610-2564056
cg06805940	ATP10B	NM_025153	Body	
cg06811361	LOC399959	NR_024430;NR_029477	Body	
cg06811361	MIRLET7A2	NR_024430;NR_029477	TSS1500	
cg06842913	TRIM50	NM_178125;NM_001135211	5'UTR	chr7:72741804-72742710
cg06842913	FKBP6	NM_178125;NM_001135211	TSS1500	chr7:72741804-72742710
cg06869505	TMEM51	NM_001136218;NM_018022;NM_001136216;NM_001136217	5'UTR	
cg06878009	VAT1L	NM_020927	Body	
cg06879394	PHACTR1	NM_030948	Body	
cg06882571	GSG1L	NM_001109763;NM_144675	3'UTR	
cg06902609	ADAP1	NM_006869	Body	chr7:985613-985913
cg06943141	KIAA1217	NM_019590;NM_001098500;NM_001098501	Body	
cg06967998	OPCML	NM_002545;NM_001012393	Body	
cg06970772	PRDM16	NM_022114;NM_199454	Body	chr1:3275029-3275284
cg06972019	ENO1	NM_001428	5'UTR	chr1:8938098-8939409
cg07000713	FAM19A2	NM_178539	5'UTR	
cg07019075	FLJ35390	NR_024416;NR_015401;NR_024116	TSS200	chr7:44079004-44079251
cg07019075	FLJ35390	NR_024416;NR_015401;NR_024116	Body	chr7:44079004-44079251
cg07019075	RASA4P	NR_024416;NR_015401;NR_024116	Body	chr7:44079004-44079251
cg07042729	GABRA5	NM_001165037;NM_000810	Body	
cg07124366	SEC13	NR_024273;NM_183352;NR_024272;NM_001136232	Body	chr3:10362506-10362941
cg07124366	SEC13	NR_024273;NM_183352;NR_024272;NM_001136232	5'UTR	chr3:10362506-10362941
cg07128624	PRDM4	NM_012406	Body	chr12:108154394-108155137
cg07130714	C3orf50	NR_021485	Body	
cg07133994	PRKD1	NM_002742	Body	
cg07148167	APBA2	NM_001130414;NM_005503	Body	chr15:29405951-29406214
cg07152812	SPATA13	NM_001166271;NR_031753;NM_153023	5'UTR	chr13:24734771-24735538
cg07152812	MIR2276	NM_001166271;NR_031753;NM_153023	TSS200	chr13:24734771-24735538
cg07157169	CTXN3	NM_001048252;NM_001048252	1stExon	
cg07157169	CTXN3	NM_001048252;NM_001048252	5'UTR	
cg07161848	SCD	NM_005063	3'UTR	
cg07162320	RUSC1	NM_001105205;NM_001105204;NM_014328;NM_001039517;NM_001105203	Body	chr1:155292469-155295433
cg07162320	C1orf104	NM_001105205;NM_001105204;NM_014328;NM_001039517;NM_001105203	TSS1500	chr1:155292469-155295433
cg07164136	SORCS1	NM_052918;NM_001013031	Body	
cg07177395	NRXN3	NM_004796;NM_001105250;NM_138970	Body	
cg07185041	SLC44A4	NM_025257	Body	
cg07219303	ADH6	NM_001102470;NM_000672	TSS1500	
cg07222243	CIDEC	NM_022094	5'UTR	
cg07235577	SNTG1	NM_018967	5'UTR	
cg07240557	STK38L	NM_015000	TSS200	chr12:27396982-27397646
cg07241908	XKR4	NM_052898	Body	
cg07243548	VAV3	NM_006113;NM_001079874	Body	
cg07243548	VAV3	NM_006113;NM_001079874	TSS200	
cg07276118	ENTPD8	NM_198585;NM_001033113	Body	chr9:140332887-140333140
cg07276388	CACNA2D3	NM_018398	Body	
cg07301329	KIAA0182	NM_001134473;NM_014615	5'UTR	chr16:85644947-85649027
cg07301329	KIAA0182	NM_001134473;NM_014615	Body	chr16:85644947-85649027
cg07306253	DNAJC17	NM_018163;NM_001130448;NM_001130448	Body	
cg07306253	C15orf62	NM_018163;NM_001130448;NM_001130448	1stExon	
cg07306253	C15orf62	NM_018163;NM_001130448;NM_001130448	5'UTR	
cg07319315	MGAT5	NM_002410	Body	
cg07319375	CHD5	NM_015557	Body	
cg07321467	BMP3	NM_001201	Body	
cg07362537	VPS52	NM_022553;NM_022551	TSS1500	chr6:33239326-33240099
cg07362537	RPS18	NM_022553;NM_022551	Body	chr6:33239326-33240099
cg07381930	GOLGA7B	NM_001010917	TSS1500	chr10:99609425-99610116
cg07396194	UNC5D	NM_080872	Body	
cg07397616	SH3BP1	NM_018957	TSS1500	chr22:38035350-38035928
cg07405810	HCN1	NM_021072	Body	
cg07443748	CCT8L2	NM_014406;NM_014406	1stExon	
cg07443748	CCT8L2	NM_014406;NM_014406	5'UTR	
cg07484849	HOOK2	NM_001100176;NM_013312	TSS1500	chr19:12885756-12886519
cg07500957	OTOR	NM_020157	3'UTR	
cg07563611	VAC14	NM_018052	Body	chr16:70796405-70796628
cg07598370	OR8U8	NM_001013356;NM_001002925	Body	
cg07598370	OR5AP2	NM_001013356;NM_001002925	1stExon	
cg07600499	CDO1	NM_001801	3'UTR	
cg07600548	VPS41	NM_014396;NM_080631	Body	
cg07665060	C19orf33	NM_033520;NM_001145462;NM_001039673;NM_033557;NM_001145463;NM_001145461;NM_001039671;NM_001039672	TSS1500	
cg07665060	YIF1B	NM_033520;NM_001145462;NM_001039673;NM_033557;NM_001145463;NM_001145461;NM_001039671;NM_001039672	3'UTR	
cg07684929	CREB5	NM_182899	5'UTR	
cg07699300	APBA2	NM_001130414;NM_005503	Body	chr15:29395641-29396290
cg07709358	MYOM2	NM_003970	Body	chr8:2003809-2004059
cg07740199	LOC284233	NR_026756	TSS1500	
cg07755752	LOC100286948	NR_028472;NM_001146726;NM_138379	TSS200	
cg07755752	TIMD4	NR_028472;NM_001146726;NM_138379	Body	
cg07785936	GPR39	NM_001508	1stExon	chr2:133175160-133175444
cg07875121	PFDN1	NM_002622	Body	
cg07898360	PRSSL1	NM_214710	TSS1500	
cg07906484	HNF4A	NM_178850;NM_001030003;NM_001030004;NM_175914;NM_178849;NM_000457	Body	
cg07945582	NFE2L3	NM_004289	Body	
cg07959986	FAM19A5	NM_015381;NM_001082967	Body	
cg07977620	OR5M1	NM_001004740;NM_001013356	1stExon	
cg07977620	OR8U8	NM_001004740;NM_001013356	Body	
cg07988171	TPM4	NM_001145160;NM_003290	Body	
cg07999988	NAV1	NM_020443	Body	
cg08012294	CTSB	NM_147780;NM_147782;NM_147781;NM_001908;NM_147783	5'UTR	chr8:11725059-11725600
cg08030625	ANKS4B	NM_145865	TSS200	
cg08030922	SNCA	NM_007308;NM_000345;NM_001146055;NM_001146054	Body	
cg08058213	GUCY1B3	NM_000857	Body	
cg08071719	MCF2L	NM_001112732;NM_024979	Body	chr13:113648343-113649601
cg08079052	DGAT1	NM_012079	Body	chr8:145549984-145551217
cg08081778	PTPRE	NM_130435;NM_006504	TSS200	
cg08081778	PTPRE	NM_130435;NM_006504	Body	
cg08104310	ASTN1	NM_004319	3'UTR	
cg08108224	PRIM2	NM_000947	Body	
cg08123701	DAB1	NM_021080	5'UTR	
cg08124461	CGNL1	NM_032866	Body	
cg08129310	TMCC3	NM_020698	Body	
cg08180025	RNF216	NM_207111;NM_207116	Body	
cg08204714	JPH3	NM_020655	Body	chr16:87723171-87724100
cg08217545	NFIC	NM_005597;NM_205843	Body	chr19:3387963-3388203
cg08243465	PMEPA1	NM_199171;NM_199170;NM_199169;NM_020182	5'UTR	
cg08243465	PMEPA1	NM_199171;NM_199170;NM_199169;NM_020182	Body	
cg08259810	ADM	NM_001124	TSS1500	chr11:10326048-10326590
cg08267399	LOC731779	NR_024441	TSS1500	
cg08291907	PRKG1	NM_001098512;NM_006258	Body	
cg08337420	ZSCAN22	NM_181846	TSS1500	chr19:58838198-58838639
cg08362628	CACNA2D3	NM_018398	Body	
