Name	UCSC_RefGene_Name	UCSC_RefGene_Accession	UCSC_RefGene_Group	UCSC_CpG_Islands_Name
cg03024760	GABRG3	NM_033223	TSS1500	chr15:27215951-27216856
cg03055520	SORL1	NM_003105	Body	
cg03075156	PRKCE	NM_005400	Body	
cg03082060	LGALS8	NM_201545	TSS1500	
cg03110368	ARHGAP20	NM_020809	TSS1500	chr11:110581839-110583883
cg03115444	CLIP1	NM_002956;NM_198240	Body	
cg03143118	PTCRA	NM_138296	Body	chr6:42892932-42893262
cg03177551	ITPKA	NM_002220	Body	chr15:41793562-41795305
cg03180302	TTR	NM_000371	1stExon	
cg03198066	CCDC148	NM_001171637;NM_138803	5'UTR	chr2:159313172-159313416
cg03198066	CCDC148	NM_001171637;NM_138803	Body	chr2:159313172-159313416
cg03219838	H2AFY	NM_004893;NM_001040158;NM_138610;NM_138609	Body	
cg03236397	HPSE2	NM_001166244;NM_001166245;NM_021828;NM_001166246	Body	chr10:100992156-100992687
cg03236948	DNAJC4	NM_005528	TSS1500	chr11:63997662-63998412
cg03243768	FLJ46111	NR_027713	TSS1500	chr11:9112461-9113459
cg03260566	SLIT2	NM_004787	Body	chr4:20253276-20256868
cg03270395	TRAF3IP2	NR_028338;NM_001164281;NM_001164282;NM_001164283;NM_147686	Body	
cg03270395	TRAF3IP2	NR_028338;NM_001164281;NM_001164282;NM_001164283;NM_147686	TSS200	
cg03319315	PAOX	NM_207128;NM_152911;NM_207127	Body	chr10:135203101-135203316
cg03319315	PAOX	NM_207128;NM_152911;NM_207127	3'UTR	chr10:135203101-135203316
cg03338754	F7	NM_000131;NM_019616	Body	chr13:113761566-113765534
cg03343063	PLEKHM2	NM_015164	Body	
cg03347018	MSC	NM_005098	TSS200	chr8:72755783-72756667
cg03355526	ZNF454	NM_182594	5'UTR	chr5:178367620-178368725
cg03430633	PVRL1	NM_002855;NM_203285;NM_203286	Body	
cg03442378	ALX4	NM_021926	TSS1500	chr11:44332314-44332757
cg03456938	HSF4	NM_001040667;NM_018378;NM_001538	TSS1500	chr16:67196792-67199988
cg03456938	FBXL8	NM_001040667;NM_018378;NM_001538	Body	chr16:67196792-67199988
cg03462380	GABRA5	NM_000810;NM_001165037	5'UTR	chr15:27112030-27113479
cg03485674	ADCY7	NM_001114	Body	
cg03507641	ERC1	NM_178039;NR_027948;NR_027949;NM_178040;NR_027946	Body	
cg03512414	RIN2	NM_018993	Body	
cg03514086	KSR2	NM_173598	Body	
cg03514843	EMILIN1	NM_007046	TSS1500	
cg03522083	TTC15	NM_016030	Body	
cg03528016	ALMS1P	NR_003683	TSS200	
cg03547017	LASP1	NM_006148	Body	
cg03548512	C10orf104	NM_173473	5'UTR	chr10:73975671-73976115
cg03561416	ARID1B	NM_017519;NM_175863;NM_020732	Body	
cg03569637	LOC100233209	NR_026544;NM_138371	Body	
cg03569637	FAM113B	NR_026544;NM_138371	TSS1500	
cg03597347	ZSCAN12L1	NR_024063	TSS200	
cg03606098	NADK	NM_023018	Body	chr1:1691767-1692063
cg03612357	CABC1	NM_020247	Body	chr1:227163739-227164237
cg03630821	A1BG	NM_130786	Body	chr19:58861341-58862406
cg03632704	LOC645323	NR_024383;NR_015436	Body	chr5:87973951-87974294
cg03640756	PCDHGA4	NM_018917;NM_002588;NM_003735;NM_032092;NM_018914;NM_018921;NM_018912;NM_018922;NM_018928;NM_018926;NM_018924;NM_032406;NM_018927;NM_018919;NM_032088;NM_018913;NM_018918;NM_003736;NM_018916;NM_018915;NM_018920;NM_018923;NM_018925;NM_032403	Body	chr5:140864527-140864748
cg03640756	PCDHGC3	NM_018917;NM_002588;NM_003735;NM_032092;NM_018914;NM_018921;NM_018912;NM_018922;NM_018928;NM_018926;NM_018924;NM_032406;NM_018927;NM_018919;NM_032088;NM_018913;NM_018918;NM_003736;NM_018916;NM_018915;NM_018920;NM_018923;NM_018925;NM_032403	Body	chr5:140864527-140864748
cg03640756	PCDHGA12	NM_018917;NM_002588;NM_003735;NM_032092;NM_018914;NM_018921;NM_018912;NM_018922;NM_018928;NM_018926;NM_018924;NM_032406;NM_018927;NM_018919;NM_032088;NM_018913;NM_018918;NM_003736;NM_018916;NM_018915;NM_018920;NM_018923;NM_018925;NM_032403	Body	chr5:140864527-140864748
cg03640756	PCDHGA11	NM_018917;NM_002588;NM_003735;NM_032092;NM_018914;NM_018921;NM_018912;NM_018922;NM_018928;NM_018926;NM_018924;NM_032406;NM_018927;NM_018919;NM_032088;NM_018913;NM_018918;NM_003736;NM_018916;NM_018915;NM_018920;NM_018923;NM_018925;NM_032403	Body	chr5:140864527-140864748
cg03640756	PCDHGA9	NM_018917;NM_002588;NM_003735;NM_032092;NM_018914;NM_018921;NM_018912;NM_018922;NM_018928;NM_018926;NM_018924;NM_032406;NM_018927;NM_018919;NM_032088;NM_018913;NM_018918;NM_003736;NM_018916;NM_018915;NM_018920;NM_018923;NM_018925;NM_032403	Body	chr5:140864527-140864748
cg03640756	PCDHGA1	NM_018917;NM_002588;NM_003735;NM_032092;NM_018914;NM_018921;NM_018912;NM_018922;NM_018928;NM_018926;NM_018924;NM_032406;NM_018927;NM_018919;NM_032088;NM_018913;NM_018918;NM_003736;NM_018916;NM_018915;NM_018920;NM_018923;NM_018925;NM_032403	Body	chr5:140864527-140864748
cg03640756	PCDHGB1	NM_018917;NM_002588;NM_003735;NM_032092;NM_018914;NM_018921;NM_018912;NM_018922;NM_018928;NM_018926;NM_018924;NM_032406;NM_018927;NM_018919;NM_032088;NM_018913;NM_018918;NM_003736;NM_018916;NM_018915;NM_018920;NM_018923;NM_018925;NM_032403	Body	chr5:140864527-140864748
cg03640756	PCDHGC4	NM_018917;NM_002588;NM_003735;NM_032092;NM_018914;NM_018921;NM_018912;NM_018922;NM_018928;NM_018926;NM_018924;NM_032406;NM_018927;NM_018919;NM_032088;NM_018913;NM_018918;NM_003736;NM_018916;NM_018915;NM_018920;NM_018923;NM_018925;NM_032403	TSS200	chr5:140864527-140864748
cg03640756	PCDHGB6	NM_018917;NM_002588;NM_003735;NM_032092;NM_018914;NM_018921;NM_018912;NM_018922;NM_018928;NM_018926;NM_018924;NM_032406;NM_018927;NM_018919;NM_032088;NM_018913;NM_018918;NM_003736;NM_018916;NM_018915;NM_018920;NM_018923;NM_018925;NM_032403	Body	chr5:140864527-140864748
cg03640756	PCDHGB3	NM_018917;NM_002588;NM_003735;NM_032092;NM_018914;NM_018921;NM_018912;NM_018922;NM_018928;NM_018926;NM_018924;NM_032406;NM_018927;NM_018919;NM_032088;NM_018913;NM_018918;NM_003736;NM_018916;NM_018915;NM_018920;NM_018923;NM_018925;NM_032403	Body	chr5:140864527-140864748
cg03640756	PCDHGB7	NM_018917;NM_002588;NM_003735;NM_032092;NM_018914;NM_018921;NM_018912;NM_018922;NM_018928;NM_018926;NM_018924;NM_032406;NM_018927;NM_018919;NM_032088;NM_018913;NM_018918;NM_003736;NM_018916;NM_018915;NM_018920;NM_018923;NM_018925;NM_032403	Body	chr5:140864527-140864748
cg03640756	PCDHGA6	NM_018917;NM_002588;NM_003735;NM_032092;NM_018914;NM_018921;NM_018912;NM_018922;NM_018928;NM_018926;NM_018924;NM_032406;NM_018927;NM_018919;NM_032088;NM_018913;NM_018918;NM_003736;NM_018916;NM_018915;NM_018920;NM_018923;NM_018925;NM_032403	Body	chr5:140864527-140864748
cg03640756	PCDHGA8	NM_018917;NM_002588;NM_003735;NM_032092;NM_018914;NM_018921;NM_018912;NM_018922;NM_018928;NM_018926;NM_018924;NM_032406;NM_018927;NM_018919;NM_032088;NM_018913;NM_018918;NM_003736;NM_018916;NM_018915;NM_018920;NM_018923;NM_018925;NM_032403	Body	chr5:140864527-140864748
cg03640756	PCDHGA10	NM_018917;NM_002588;NM_003735;NM_032092;NM_018914;NM_018921;NM_018912;NM_018922;NM_018928;NM_018926;NM_018924;NM_032406;NM_018927;NM_018919;NM_032088;NM_018913;NM_018918;NM_003736;NM_018916;NM_018915;NM_018920;NM_018923;NM_018925;NM_032403	Body	chr5:140864527-140864748
cg03640756	PCDHGA5	NM_018917;NM_002588;NM_003735;NM_032092;NM_018914;NM_018921;NM_018912;NM_018922;NM_018928;NM_018926;NM_018924;NM_032406;NM_018927;NM_018919;NM_032088;NM_018913;NM_018918;NM_003736;NM_018916;NM_018915;NM_018920;NM_018923;NM_018925;NM_032403	Body	chr5:140864527-140864748
cg03640756	PCDHGB4	NM_018917;NM_002588;NM_003735;NM_032092;NM_018914;NM_018921;NM_018912;NM_018922;NM_018928;NM_018926;NM_018924;NM_032406;NM_018927;NM_018919;NM_032088;NM_018913;NM_018918;NM_003736;NM_018916;NM_018915;NM_018920;NM_018923;NM_018925;NM_032403	Body	chr5:140864527-140864748
cg03640756	PCDHGA3	NM_018917;NM_002588;NM_003735;NM_032092;NM_018914;NM_018921;NM_018912;NM_018922;NM_018928;NM_018926;NM_018924;NM_032406;NM_018927;NM_018919;NM_032088;NM_018913;NM_018918;NM_003736;NM_018916;NM_018915;NM_018920;NM_018923;NM_018925;NM_032403	Body	chr5:140864527-140864748
cg03640756	PCDHGA2	NM_018917;NM_002588;NM_003735;NM_032092;NM_018914;NM_018921;NM_018912;NM_018922;NM_018928;NM_018926;NM_018924;NM_032406;NM_018927;NM_018919;NM_032088;NM_018913;NM_018918;NM_003736;NM_018916;NM_018915;NM_018920;NM_018923;NM_018925;NM_032403	Body	chr5:140864527-140864748
cg03640756	PCDHGA7	NM_018917;NM_002588;NM_003735;NM_032092;NM_018914;NM_018921;NM_018912;NM_018922;NM_018928;NM_018926;NM_018924;NM_032406;NM_018927;NM_018919;NM_032088;NM_018913;NM_018918;NM_003736;NM_018916;NM_018915;NM_018920;NM_018923;NM_018925;NM_032403	Body	chr5:140864527-140864748
cg03640756	PCDHGB2	NM_018917;NM_002588;NM_003735;NM_032092;NM_018914;NM_018921;NM_018912;NM_018922;NM_018928;NM_018926;NM_018924;NM_032406;NM_018927;NM_018919;NM_032088;NM_018913;NM_018918;NM_003736;NM_018916;NM_018915;NM_018920;NM_018923;NM_018925;NM_032403	Body	chr5:140864527-140864748
cg03640756	PCDHGB5	NM_018917;NM_002588;NM_003735;NM_032092;NM_018914;NM_018921;NM_018912;NM_018922;NM_018928;NM_018926;NM_018924;NM_032406;NM_018927;NM_018919;NM_032088;NM_018913;NM_018918;NM_003736;NM_018916;NM_018915;NM_018920;NM_018923;NM_018925;NM_032403	Body	chr5:140864527-140864748
cg03699843	SNX20	NM_153337;NM_001144972	3'UTR	
cg03705558	EPN2	NM_001102664;NM_148921;NM_014964	5'UTR	
cg03716852	TRPM4	NM_017636	Body	chr19:49669275-49669552
cg03731131	KCNN4	NM_002250	Body	chr19:44278273-44278777
cg03744842	CCM2	NM_031443;NM_001029835;NM_001167935;NM_001167934;NR_030770	Body	
cg03744842	CCM2	NM_031443;NM_001029835;NM_001167935;NM_001167934;NR_030770	1stExon	
cg03772567	USP24	NM_015306	Body	chr1:55680465-55681708
cg03874653	MYLK	NM_053028;NM_053025;NM_053027;NM_053026	Body	
cg03877174	KIF1C	NM_006612	Body	
cg03893271	WBSCR17	NM_022479	TSS1500	chr7:70596228-70598382
cg03900143	ZIC4	NM_001168378;NR_033119;NM_032153;NM_001168379;NR_033118	Body	chr3:147108511-147111703
cg03900143	ZIC4	NM_001168378;NR_033119;NM_032153;NM_001168379;NR_033118	TSS1500	chr3:147108511-147111703
cg03958979	NR2E1	NM_003269	TSS1500	chr6:108485671-108490539
cg04000940	MADD	NM_130474;NM_001135943;NM_130472;NM_003682;NM_130470;NM_001135944;NM_130473;NM_130475;NM_130471;NM_130476	3'UTR	
cg04007726	ZMIZ1	NM_020338	Body	
cg04025127	PTPRF	NM_002840;NM_130440	Body	chr1:44031286-44031853
cg04030401	HSF4	NM_001040667;NM_018378;NM_001538	TSS1500	chr16:67196792-67199988
cg04030401	FBXL8	NM_001040667;NM_018378;NM_001538	Body	chr16:67196792-67199988
cg04040095	GUCY1B3	NM_000857	TSS200	chr4:156680095-156681386
cg04052706	ZFHX3	NM_001164766;NM_006885	Body	
cg04057956	CD9	NM_001769	Body	
cg04089800	POMGNT1	NM_017739;NR_024332	3'UTR	
cg04089800	POMGNT1	NM_017739;NR_024332	Body	
cg04117986	PDGFRB	NM_002609	5'UTR	
cg04133658	IFT122	NM_052990;NM_018262;NM_052985;NM_052989	Body	chr3:129158602-129159477
cg04140663	CPEB1	NM_030594	Body	chr15:83315116-83317541
cg04145134	BCL11B	NM_022898;NM_138576	Body	
cg04147497	RAD51L1	NM_133509	Body	
cg04173586	DOT1L	NM_032482	Body	chr19:2163632-2165603
cg04180462	ACAT1	NM_000019	Body	chr11:107992004-107992731
cg04191989	PRKAR1B	NM_001164759;NM_001164762;NM_001164758;NM_001164760;NM_001164761;NM_002735	Body	chr7:631836-632135
cg04193160	OBSCN	NM_052843;NM_001098623	Body	chr1:228399471-228402037
cg04195226	PIGL	NM_004278	Body	
cg04211581	ESR1	NM_001122742;NM_001122742	1stExon	
cg04211581	ESR1	NM_001122742;NM_001122742	5'UTR	
cg04231677	FAM129A	NM_052966	Body	
cg04237436	TRIM44	NM_017583	Body	
cg04248234	DCBLD1	NM_173674	Body	chr6:117869097-117869530
cg04249754	LCK	NM_005356	TSS1500	chr1:32713918-32714186
cg04250451	RUNX3	NM_004350;NM_001031680	TSS1500	chr1:25255527-25259005
cg04250451	RUNX3	NM_004350;NM_001031680	Body	chr1:25255527-25259005
cg04262428	SHANK2	NM_012309	Body	chr11:70672834-70673055
cg04276058	IFFO2	NM_001136265	Body	
cg04293152	CCDC64B	NM_001103175	1stExon	chr16:3085222-3085469
cg04294894	SLC22A2	NM_003058	TSS200	chr6:160679377-160679701
cg04307587	ZNF576	NM_001145347;NM_024327	3'UTR	chr19:44100133-44100840
cg04337828	BANP	NM_017869;NM_079837	5'UTR	chr16:87991287-87991596
cg04353438	SAFB2	NM_014649	Body	chr19:5622248-5623712
cg04369957	ST5	NM_139157;NM_213618;NM_005418	Body	chr11:8752302-8752549
cg04413320	PCDH17	NM_001040429	1stExon	chr13:58206526-58208930
cg04439458	SIL1	NM_001037633;NM_022464	5'UTR	
cg04462378	NUMA1	NM_006185	5'UTR	
cg04482712	SLC9A3R1	NM_004252	Body	
cg04487857	SLC7A11	NM_014331	Body	
cg04503319	ANKRD11	NM_013275	Body	chr16:89371487-89371710
cg04514249	FREM3	NM_001168235	1stExon	chr4:144620822-144622218
cg04583842	BANP	NM_017869;NM_079837	Body	chr16:88101473-88101911
cg04604656	MUM1	NR_024247;NM_032853	TSS200	chr19:1354420-1355350
cg04604656	MUM1	NR_024247;NM_032853	5'UTR	chr19:1354420-1355350
cg04606397	ARID1B	NM_017519;NM_175863;NM_020732	Body	
cg04610235	MTMR4	NM_004687	Body	chr17:56591610-56592126
cg04633683	MVP	NM_017458;NM_005115	5'UTR	
cg04654530	OTX1	NM_014562	Body	chr2:63282514-63283122
cg04699519	ATXN1	NM_000332;NM_001128164	3'UTR	
cg04726374	PTRF	NM_012232	3'UTR	chr17:40556632-40557537
cg04731861	ARPC2	NM_152862;NM_005731	Body	chr2:219081653-219082032
cg04733537	TMEM132D	NM_133448	TSS1500	chr12:130387609-130389139
cg04786592	DHRS12	NM_001031719;NM_024705	5'UTR	chr13:52377821-52378573
cg04846710	LIX1L	NM_153713	Body	chr1:145477022-145477479
cg04850999	C10orf11	NM_032024	Body	chr10:77872083-77872305
cg04856896	CCDC28B	NM_024296	TSS1500	chr1:32666231-32666460
cg04864179	IRF5	NM_001098630;NM_001098627;NM_032643;NM_001098631;NM_002200;NM_001098629;NM_001098628	5'UTR	chr7:128577818-128578756
cg04864179	IRF5	NM_001098630;NM_001098627;NM_032643;NM_001098631;NM_002200;NM_001098629;NM_001098628	TSS1500	chr7:128577818-128578756
cg04871875	SFRS13B	NM_080743	TSS1500	chr6:89827134-89828122
cg04885825	ROR1	NM_005012;NM_001083592	Body	
cg04895616	ZNF283	NM_181845	TSS1500	
cg04915566	RUNX1	NM_001754;NM_001754	5'UTR	
cg04915566	RUNX1	NM_001754;NM_001754	1stExon	
cg04916802	MIR548F5	NR_031646;NM_015678	Body	chr13:36052553-36053119
cg04916802	NBEA	NR_031646;NM_015678	Body	chr13:36052553-36053119
cg04948014	CIT	NM_007174	Body	chr12:120241921-120242233
cg04995521	RERE	NM_001042682;NM_012102;NM_001042681	5'UTR	
cg04995521	RERE	NM_001042682;NM_012102;NM_001042681	Body	
cg04999691	C7orf29	NM_138434;NM_138434;NM_023942;NM_001142928	5'UTR	
cg04999691	C7orf29	NM_138434;NM_138434;NM_023942;NM_001142928	1stExon	
cg04999691	LRRC61	NM_138434;NM_138434;NM_023942;NM_001142928	5'UTR	
cg05007126	SDCBP2	NM_080489	TSS1500	
cg05027533	FMNL2	NM_052905	Body	
cg05036173	SULT1C4	NM_006588;NM_006588	5'UTR	
cg05036173	SULT1C4	NM_006588;NM_006588	1stExon	
cg05053979	FOXN3	NM_005197;NM_001085471	Body	
cg05057352	XYLT1	NM_022166	Body	
cg05060949	MNX1	NM_001165255;NM_005515	Body	chr7:156795355-156799394
cg05100282	BCL11B	NM_022898;NM_138576	Body	chr14:99711839-99713431
cg05154234	HDAC7	NM_015401;NM_001098416	Body	chr12:48206721-48207126
cg05171197	HDAC4	NM_006037	Body	
cg05177685	ABCF1	NM_001090;NM_001025091	Body	
cg05180856	FES	NM_002005;NM_001143783;NM_001143785;NM_001143784	5'UTR	chr15:91427540-91427905
cg05180856	FES	NM_002005;NM_001143783;NM_001143785;NM_001143784	TSS1500	chr15:91427540-91427905
cg05204193	MAP3K7IP3	NM_152787	5'UTR	chrX:30906901-30907728
cg05205842	KLF3	NM_016531	5'UTR	
cg05234415	PPP1R14A	NM_033256	Body	chr19:38746638-38747379
cg05248321	KLHL33	NM_001109997	Body	
cg05265081	TRIP4	NM_016213	Body	
cg05272960	MACROD1	NM_014067	Body	
cg05279513	SBF2	NM_030962	Body	
cg05315321	RAD51L1	NM_133509;NM_002877;NM_133510	Body	
cg05323683	CDH17	NM_004063;NM_001144663	Body	
cg05355225	CA3	NM_005181	TSS1500	chr8:86350765-86351196
cg05357695	SLC7A8	NM_182728;NM_012244;NM_182728	5'UTR	
cg05357695	SLC7A8	NM_182728;NM_012244;NM_182728	Body	
cg05357695	SLC7A8	NM_182728;NM_012244;NM_182728	1stExon	
cg05369926	BAIAP2	NM_017450;NM_006340;NM_001144888;NM_017451	Body	
cg05382012	AGRP	NM_001138;NM_007316	TSS200	chr16:67514398-67515345
cg05382012	AGRP	NM_001138;NM_007316	TSS1500	chr16:67514398-67515345
cg05400732	ARHGEF3	NM_001128615	Body	
cg05403433	CD8B	NM_172213;NM_172101;NM_172099;NM_172102;NM_004931	Body	chr2:87088816-87089037
cg05408649	HOXC4	NM_014620	5'UTR	chr12:54445876-54446113
cg05457903	PLEC1	NM_000445;NM_032789	TSS1500	chr8:145047293-145052305
cg05457903	PARP10	NM_000445;NM_032789	Body	chr8:145047293-145052305
cg05477444	INPP5A	NM_005539	Body	chr10:134527742-134528091
cg05524354	PTPRE	NM_006504	5'UTR	
cg05537653	C1QTNF4	NM_031909	Body	chr11:47611138-47612438
cg05590156	TRIO	NM_007118	Body	
cg05590982	NUPR1	NM_012385;NM_001042483	1stExon	
cg05621339	TCF7L1	NM_031283	Body	
cg05629821	ATP11A	NM_015205;NM_032189	Body	chr13:113440233-113441057
cg05654096	NUAK1	NM_014840	Body	
cg05705335	CMIP	NM_198390	Body	
cg05707492	RPTOR	NM_001163034;NM_020761	Body	chr17:78831505-78831864
cg05723179	CREB3L2	NM_194071	Body	
cg05725263	PC	NM_000920;NM_022172;NM_001040716	5'UTR	
cg05730368	GUCA1A	NM_000409	Body	chr6:42145847-42146053
cg05742247	RSPO2	NM_178565	Body	chr8:109094485-109095849
cg05751148	PTPRCAP	NM_005608	Body	chr11:67203319-67203662
cg05756685	VPS13D	NM_018156;NM_015378	3'UTR	
cg05756780	IL6R	NM_181359;NM_000565	Body	chr1:154377670-154378445
cg05767411	TRIM61	NM_001012414	TSS200	
cg05820435	CAPZB	NM_004930	Body	
cg05826596	GPATCH8	NM_001002909	Body	
cg05833610	AGAP1	NM_014914;NM_001037131	Body	chr2:236506378-236506728
cg05839235	NPR3	NM_000908	1stExon	chr5:32709910-32714450
cg05874176	TLK1	NM_001136554	5'UTR	chr2:172016538-172017028
cg05880829	NHSL1	NM_020464	Body	
cg05883442	ATP6V0D1	NM_004691	Body	
cg05904013	IRF5	NM_001098630;NM_001098627;NM_032643;NM_001098631;NM_002200;NM_001098629;NM_001098628	5'UTR	chr7:128577818-128578756
cg05904013	IRF5	NM_001098630;NM_001098627;NM_032643;NM_001098631;NM_002200;NM_001098629;NM_001098628	TSS1500	chr7:128577818-128578756
cg05922723	GIGYF1	NM_022574	Body	chr7:100284888-100285155
cg05941027	LIMD2	NM_030576	3'UTR	chr17:61776890-61778733
cg05941376	WWC1	NM_001161662;NM_015238;NM_001161661	Body	
cg05942111	RASSF3	NM_178169	Body	
cg05967487	EHBP1L1	NM_001099409	Body	chr11:65352231-65353134
cg05979400	LOC100128731	NM_001134693	TSS1500	chr2:27294139-27294915
cg05992786	HOXC4	NM_014620;NM_153633	5'UTR	chr12:54447744-54448091
cg05992786	HOXC4	NM_014620;NM_153633	TSS1500	chr12:54447744-54448091
cg06073139	SLC38A7	NM_018231	TSS1500	chr16:58718309-58718703
cg06077738	ATXN7	NM_000333;NM_001128149	5'UTR	
cg06086316	HDAC7	NM_015401;NM_001098416	Body	chr12:48206721-48207126
cg06096336	PSMD1	NM_002807;NM_000867;NM_000867	Body	
cg06096336	HTR2B	NM_002807;NM_000867;NM_000867	1stExon	
cg06096336	HTR2B	NM_002807;NM_000867;NM_000867	5'UTR	
cg06146234	SHH	NM_000193	Body	chr7:155601175-155603235
cg06149981	MUC5B	NM_002458	TSS1500	chr11:1247830-1248140
cg06174454	RASSF1	NM_170713;NM_170714;NM_007182;NM_170712	Body	chr3:50374264-50375629
cg06174454	RASSF1	NM_170713;NM_170714;NM_007182;NM_170712	5'UTR	chr3:50374264-50375629
cg06175981	ACCN4	NM_182847;NM_018674	Body	chr2:220387075-220388075
cg06204938	NCOR2	NM_006312;NM_001077261	5'UTR	chr12:125002006-125002433
cg06210783	LRP5	NM_002335	Body	chr11:68205925-68206126
cg06224178	ASAP1	NM_018482	Body	
cg06225767	ETV6	NM_001987	Body	
cg06232205	GPR176	NM_007223	Body	
cg06236276	SLC22A2	NM_003058	TSS200	chr6:160679377-160679701
cg06245338	UBE2O	NM_022066	Body	
cg06245989	PLEKHA7	NM_175058	Body	
cg06266189	NGEF	NM_019850;NM_001114090	Body	chr2:233791783-233793922
cg06294470	TBC1D22B	NM_017772	Body	
cg06307153	ZNF75D	NM_007131	5'UTR	chrX:134429630-134429854
cg06338710	GFI1	NM_001127215;NM_001127216;NM_005263	Body	chr1:92945907-92952609
cg06359931	LDLRAP1	NM_015627	Body	
cg06360527	SOX15	NM_006942	3'UTR	chr17:7492314-7492945
cg06372887	ZMIZ2	NM_174929;NM_031449	TSS200	
cg06372887	ZMIZ2	NM_174929;NM_031449	5'UTR	
cg06458248	NFIX	NM_002501	Body	chr19:13120986-13124368
cg06459104	EPB41L3	NM_012307	Body	
cg06476693	ADAMTS8	NM_007037	Body	
cg06479609	INTS6	NM_012141;NM_001039937	Body	
cg06511276	ZDHHC18	NM_032283	Body	chr1:27153033-27153243
cg06523224	BNC1	NM_001717	TSS1500	chr15:83951980-83953930
cg06581175	DLX6AS	NR_015448	Body	chr7:96634622-96634915
cg06585307	IFT140	NM_014714	Body	chr16:1583809-1584641
cg06607764	CYTH1	NM_017456;NM_004762	Body	
cg06611426	GRASP	NM_181711	Body	chr12:52400467-52401696
cg06623197	MTMR3	NM_153050;NM_021090;NM_153051	Body	
cg06671623	IGF1R	NM_000875	Body	
cg06760238	INPP5A	NM_005539	Body	
cg06787669	MYO1G	NM_033054	TSS200	
cg06814616	GALNTL6	NM_001034845	3'UTR	
cg06818777	CHAD	NM_001267;NM_025149	TSS1500	chr17:48545570-48546900
cg06818777	ACSF2	NM_001267;NM_025149	Body	chr17:48545570-48546900
cg06821460	ARF3	NM_001659	Body	
cg06839111	SLC12A4	NM_001145962;NM_005072;NM_001145963;NM_001145961;NM_001145964;NM_000229	3'UTR	
cg06839111	LCAT	NM_001145962;NM_005072;NM_001145963;NM_001145961;NM_001145964;NM_000229	TSS1500	
cg06846320	SMAD3	NM_005902	Body	
cg06851000	TRIM62	NM_018207	Body	chr1:33625259-33625527
cg06868946	XKR4	NM_052898	1stExon	chr8:56013656-56015761
cg06870470	DOCK6	NM_020812	Body	chr19:11319444-11319753
cg06878649	WFDC1	NM_021197	Body	
cg06881239	PIRT	NM_001101387	TSS200	
cg06911354	HOXA7	NM_006896	TSS1500	chr7:27198182-27198514
cg06934572	ASAP2	NM_001135191;NM_003887	Body	chr2:9459243-9459454
cg06944559	SEMA4C	NM_017789	Body	chr2:97530558-97530801
cg06953130	C10orf47	NM_153256	3'UTR	chr10:11911554-11912432
cg07015014	CCDC88C	NM_001080414	Body	chr14:91770110-91770419
cg07025989	BCL11B	NM_022898;NM_138576	Body	
cg07041720	LFNG	NM_001166355;NM_002304	Body	chr7:2558371-2559967
cg07041720	LFNG	NM_001166355;NM_002304	TSS1500	chr7:2558371-2559967
cg07044414	GRB2	NM_002086;NM_203506	Body	
cg07048519	CDRT1	NM_006382;NM_006382	1stExon	
cg07048519	CDRT1	NM_006382;NM_006382	5'UTR	
cg07053114	PTPRE	NM_006504	5'UTR	
cg07058377	SMG6	NM_017575;NM_001170957	Body	
cg07089232	SH3TC1	NM_018986	Body	
cg07127456	TK2	NM_004614	Body	chr16:66583236-66584135
cg07136133	PRR5L	NM_024841;NM_001160167;NM_001160169;NM_001160168	5'UTR	
cg07136133	PRR5L	NM_024841;NM_001160167;NM_001160169;NM_001160168	TSS200	
cg07136133	PRR5L	NM_024841;NM_001160167;NM_001160169;NM_001160168	Body	
cg07143083	WBSCR17	NM_022479	1stExon	chr7:70596228-70598382
cg07152605	PBX1	NM_002585	Body	
cg07180571	CLASP1	NM_001142273;NM_015282;NM_001142274	Body	
cg07224931	MLEC	NM_014730	Body	
cg07233343	ARHGEF10L	NM_001011722;NM_018125	Body	
cg07238439	TPCN1	NM_001143819;NM_017901	Body	
cg07262873	SLC38A9	NM_173514	Body	
cg07274716	PITX1	NM_002653	3'UTR	chr5:134363092-134365146
cg07315894	PHYHIP	NM_014759;NM_001099335;NM_014759;NM_001099335	1stExon	chr8:22089367-22089668
cg07315894	PHYHIP	NM_014759;NM_001099335;NM_014759;NM_001099335	5'UTR	chr8:22089367-22089668
cg07328664	DIS3L2	NM_152383	Body	
cg07341220	IFT140	NM_014714;NM_024600	Body	chr16:1583809-1584641
cg07341220	TMEM204	NM_014714;NM_024600	TSS1500	chr16:1583809-1584641
cg07341609	CDC42EP1	NM_152243	Body	chr22:37962481-37962819
cg07349094	AFF3	NM_002285;NM_002285	1stExon	
cg07349094	AFF3	NM_002285;NM_002285	5'UTR	
cg07434082	ARHGEF7	NM_001113513;NM_001113511;NM_003899;NM_001113512;NM_145735	TSS200	
cg07434082	ARHGEF7	NM_001113513;NM_001113511;NM_003899;NM_001113512;NM_145735	Body	
cg07434082	ARHGEF7	NM_001113513;NM_001113511;NM_003899;NM_001113512;NM_145735	5'UTR	
cg07450698	TBCD	NM_005993	Body	
cg07464217	CTSZ	NM_001336	TSS1500	chr20:57581902-57582595
cg07489048	FOXG1	NM_005249	1stExon	chr14:29236835-29237832
